linename,station,weekdate,weekend,weekday_am,weekday_pm,week
NQW,36 AV,2019-11-11T00:00:00Z,6973,14161,8335,45
NQW,36 AV,2019-11-18T00:00:00Z,5767,14618,8729,46
NQW,36 AV,2019-11-25T00:00:00Z,5444,9776,6863,47
NQW,36 AV,2019-12-02T00:00:00Z,6478,14595,8086,48
NQW,36 AV,2019-12-09T00:00:00Z,3414,14731,8681,49
NQW,36 AV,2019-12-16T00:00:00Z,6385,14030,8675,50
NQW,36 AV,2019-12-23T00:00:00Z,6542,6408,5913,51
NQW,36 AV,2019-12-30T00:00:00Z,6679,8281,6550,52
NQW,36 AV,2020-01-06T00:00:00Z,7420,14101,8536,1
NQW,36 AV,2020-01-13T00:00:00Z,6211,14120,8434,2
NQW,36 AV,2020-01-20T00:00:00Z,4335,12289,7606,3
NQW,36 AV,2020-01-27T00:00:00Z,6754,14325,8585,4
NQW,36 AV,2020-02-03T00:00:00Z,6771,14528,8813,5
NQW,36 AV,2020-02-10T00:00:00Z,6647,14137,8564,6
NQW,39 AV,2019-02-18T00:00:00Z,60,3221,2790,7
NQW,39 AV,2019-02-25T00:00:00Z,2585,3715,3534,8
NQW,39 AV,2019-03-04T00:00:00Z,2328,4504,3635,9
NQW,39 AV,2019-03-11T00:00:00Z,270,1275,3617,10
NQW,39 AV,2019-03-18T00:00:00Z,43,1383,2733,11
NQW,39 AV,2019-03-25T00:00:00Z,2810,1273,3609,12
NQW,39 AV,2019-04-01T00:00:00Z,207,1487,3669,13
NQW,39 AV,2019-04-08T00:00:00Z,197,1460,3592,14
NQW,39 AV,2019-04-15T00:00:00Z,4347,1438,3752,15
NQW,39 AV,2019-04-22T00:00:00Z,3422,1340,3898,16
NQW,39 AV,2019-04-29T00:00:00Z,3358,1528,4068,17
NQW,39 AV,2019-05-06T00:00:00Z,3245,1513,3968,18
NQW,39 AV,2019-05-13T00:00:00Z,1711,1685,4039,19
NQW,39 AV,2019-05-20T00:00:00Z,4131,1303,4056,20
NQW,39 AV,2019-05-27T00:00:00Z,3690,1325,3745,21
NQW,39 AV,2019-06-03T00:00:00Z,1308,1538,4272,22
NQW,39 AV,2019-06-10T00:00:00Z,270,1623,4256,23
NQW,39 AV,2019-06-17T00:00:00Z,285,1800,4076,24
NQW,39 AV,2019-06-24T00:00:00Z,4343,1301,4120,25
NQW,39 AV,2019-07-01T00:00:00Z,3457,1099,3393,26
NQW,39 AV,2019-07-08T00:00:00Z,293,1539,4163,27
NQW,39 AV,2019-07-15T00:00:00Z,272,1329,4141,28
NQW,39 AV,2019-07-22T00:00:00Z,280,1556,3960,29
NQW,39 AV,2019-07-29T00:00:00Z,3722,1625,4017,30
NQW,39 AV,2019-08-05T00:00:00Z,3014,1657,3394,31
NQW,39 AV,2019-08-12T00:00:00Z,2700,1497,4016,32
NQW,39 AV,2019-08-19T00:00:00Z,3976,1286,3930,33
NQW,39 AV,2019-08-26T00:00:00Z,3971,1391,4153,34
NQW,39 AV,2019-09-02T00:00:00Z,4643,1374,3897,35
NQW,39 AV,2019-09-09T00:00:00Z,1542,1702,4716,36
NQW,39 AV,2019-09-16T00:00:00Z,1454,1732,4860,37
NQW,39 AV,2019-09-23T00:00:00Z,3060,1890,4846,38
NQW,39 AV,2019-09-30T00:00:00Z,166,1584,4659,39
NQW,39 AV,2019-10-07T00:00:00Z,2994,1503,4734,40
NQW,39 AV,2019-10-14T00:00:00Z,260,1698,4645,41
NQW,39 AV,2019-10-21T00:00:00Z,1497,1778,4923,42
NQW,39 AV,2019-10-28T00:00:00Z,5126,1645,4934,43
NQW,39 AV,2019-11-04T00:00:00Z,1340,5962,5106,44
NQW,39 AV,2019-11-11T00:00:00Z,2882,5280,4958,45
NQW,39 AV,2019-11-18T00:00:00Z,2652,5459,5013,46
NQW,39 AV,2019-11-25T00:00:00Z,3565,4320,4033,47
NQW,39 AV,2019-12-02T00:00:00Z,3788,6590,5420,48
NQW,39 AV,2019-12-09T00:00:00Z,1346,6406,5211,49
NQW,39 AV,2019-12-16T00:00:00Z,3705,5150,4809,50
NQW,39 AV,2019-12-23T00:00:00Z,4382,4219,3741,51
NQW,39 AV,2019-12-30T00:00:00Z,3428,4297,3767,52
NQW,39 AV,2020-01-06T00:00:00Z,3490,11528,7550,1
NQW,39 AV,2020-01-13T00:00:00Z,2895,5013,5057,2
NQW,39 AV,2020-01-20T00:00:00Z,1662,4518,4575,3
NQW,39 AV,2020-01-27T00:00:00Z,3102,5069,5079,4
NQW,39 AV,2020-02-03T00:00:00Z,3130,5159,5047,5
NQW,39 AV,2020-02-10T00:00:00Z,3692,5353,5045,6
NQW,ASTORIA BLVD,2019-02-18T00:00:00Z,234,26039,8573,7
NQW,ASTORIA BLVD,2019-02-25T00:00:00Z,9117,30159,8834,8
NQW,ASTORIA BLVD,2019-03-04T00:00:00Z,9795,30191,8864,9
NQW,ASTORIA BLVD,2019-03-11T00:00:00Z,660,13787,8002,10
NQW,ASTORIA BLVD,2019-12-16T00:00:00Z,7477,4788,2226,50
NQW,ASTORIA BLVD,2019-12-23T00:00:00Z,7864,7557,5030,51
NQW,ASTORIA BLVD,2019-12-30T00:00:00Z,7702,11086,5587,52
NQW,ASTORIA BLVD,2020-01-06T00:00:00Z,8751,20727,6322,1
NQW,ASTORIA BLVD,2020-01-13T00:00:00Z,7515,21257,6444,2
NQW,ASTORIA BLVD,2020-01-20T00:00:00Z,9457,18416,6365,3
NQW,ASTORIA BLVD,2020-01-27T00:00:00Z,8328,22190,7373,4
NQW,ASTORIA BLVD,2020-02-03T00:00:00Z,8532,22340,6828,5
NQW,ASTORIA BLVD,2020-02-10T00:00:00Z,7798,22663,6687,6
NQW,ASTORIA DITMARS,2019-02-18T00:00:00Z,359,34078,11144,7
NQW,ASTORIA DITMARS,2019-02-25T00:00:00Z,13655,42279,12318,8
NQW,ASTORIA DITMARS,2019-03-04T00:00:00Z,13953,41372,12101,9
NQW,ASTORIA DITMARS,2019-03-11T00:00:00Z,1082,18393,11438,10
NQW,ASTORIA DITMARS,2019-03-18T00:00:00Z,1151,22548,12681,11
NQW,ASTORIA DITMARS,2019-03-25T00:00:00Z,17214,22212,12988,12
NQW,ASTORIA DITMARS,2019-04-01T00:00:00Z,1124,22699,12884,13
NQW,ASTORIA DITMARS,2019-04-08T00:00:00Z,1029,22479,13199,14
NQW,ASTORIA DITMARS,2019-04-15T00:00:00Z,15415,20887,12472,15
NQW,ASTORIA DITMARS,2019-04-22T00:00:00Z,17676,18491,12020,16
NQW,ASTORIA DITMARS,2019-04-29T00:00:00Z,18355,22428,13102,17
NQW,ASTORIA DITMARS,2019-05-06T00:00:00Z,17301,31274,13047,18
NQW,ASTORIA DITMARS,2019-05-13T00:00:00Z,20911,22335,13112,19
NQW,ASTORIA DITMARS,2019-05-20T00:00:00Z,18884,26137,13416,20
NQW,ASTORIA DITMARS,2019-05-27T00:00:00Z,20132,18358,12463,21
NQW,ASTORIA DITMARS,2019-06-03T00:00:00Z,22205,17631,13729,22
NQW,ASTORIA DITMARS,2019-06-10T00:00:00Z,1441,28578,13362,23
NQW,ASTORIA DITMARS,2019-06-17T00:00:00Z,1546,27001,13254,24
NQW,ASTORIA DITMARS,2019-06-24T00:00:00Z,20087,17848,13257,25
NQW,ASTORIA DITMARS,2019-07-01T00:00:00Z,16182,20603,12171,26
NQW,ASTORIA DITMARS,2019-07-08T00:00:00Z,1464,19300,13122,27
NQW,ASTORIA DITMARS,2019-07-15T00:00:00Z,1427,18905,12448,28
NQW,ASTORIA DITMARS,2019-07-22T00:00:00Z,1443,18941,12652,29
NQW,ASTORIA DITMARS,2019-07-29T00:00:00Z,17102,18585,12573,30
NQW,ASTORIA DITMARS,2019-08-05T00:00:00Z,17814,18534,12406,31
NQW,ASTORIA DITMARS,2019-08-12T00:00:00Z,16746,24563,12522,32
NQW,ASTORIA DITMARS,2019-08-19T00:00:00Z,17860,17677,12134,33
NQW,ASTORIA DITMARS,2019-08-26T00:00:00Z,17244,17981,13242,34
NQW,ASTORIA DITMARS,2019-09-02T00:00:00Z,19306,17964,11655,35
NQW,ASTORIA DITMARS,2019-09-09T00:00:00Z,20433,23424,13596,36
NQW,ASTORIA DITMARS,2019-09-16T00:00:00Z,21115,23261,14043,37
NQW,ASTORIA DITMARS,2019-09-23T00:00:00Z,20251,23523,14280,38
NQW,ASTORIA DITMARS,2019-09-30T00:00:00Z,1092,20907,14146,39
NQW,ASTORIA DITMARS,2019-10-07T00:00:00Z,18395,21241,13976,40
NQW,ASTORIA DITMARS,2019-10-14T00:00:00Z,1285,20582,13615,41
NQW,ASTORIA DITMARS,2019-10-21T00:00:00Z,18771,22433,13889,42
NQW,ASTORIA DITMARS,2019-10-28T00:00:00Z,21469,21936,14138,43
NQW,ASTORIA DITMARS,2019-11-04T00:00:00Z,19867,53488,16203,44
NQW,ASTORIA DITMARS,2019-11-11T00:00:00Z,18807,51255,16020,45
NQW,ASTORIA DITMARS,2019-11-18T00:00:00Z,18481,53902,16298,46
NQW,ASTORIA DITMARS,2019-11-25T00:00:00Z,15867,34479,13429,47
NQW,ASTORIA DITMARS,2019-12-02T00:00:00Z,21056,53378,16013,48
NQW,ASTORIA DITMARS,2019-12-09T00:00:00Z,22002,53278,16034,49
NQW,ASTORIA DITMARS,2019-12-16T00:00:00Z,17949,49534,16254,50
NQW,ASTORIA DITMARS,2019-12-23T00:00:00Z,16636,19390,12160,51
NQW,ASTORIA DITMARS,2019-12-30T00:00:00Z,16456,25913,12428,52
NQW,ASTORIA DITMARS,2020-01-06T00:00:00Z,17722,46314,14446,1
NQW,ASTORIA DITMARS,2020-01-13T00:00:00Z,15450,45985,14025,2
NQW,ASTORIA DITMARS,2020-01-20T00:00:00Z,15159,39648,13922,3
NQW,ASTORIA DITMARS,2020-01-27T00:00:00Z,16068,47006,14665,4
NQW,ASTORIA DITMARS,2020-02-03T00:00:00Z,16702,46899,14499,5
NQW,ASTORIA DITMARS,2020-02-10T00:00:00Z,15804,46272,14632,6
NQW,BROADWAY,2019-02-18T00:00:00Z,236,22171,7505,7
NQW,BROADWAY,2019-02-25T00:00:00Z,10296,26351,9399,8
NQW,BROADWAY,2019-03-04T00:00:00Z,9633,26773,9157,9
NQW,BROADWAY,2019-03-11T00:00:00Z,850,9540,8341,10
NQW,BROADWAY,2019-03-18T00:00:00Z,104,9505,6344,11
NQW,BROADWAY,2019-03-25T00:00:00Z,11139,9148,8171,12
NQW,BROADWAY,2019-04-01T00:00:00Z,739,10295,8498,13
NQW,BROADWAY,2019-04-08T00:00:00Z,711,10306,8633,14
NQW,BROADWAY,2019-04-15T00:00:00Z,13132,13057,8323,15
NQW,BROADWAY,2019-04-22T00:00:00Z,11911,8725,7836,16
NQW,BROADWAY,2019-04-29T00:00:00Z,12087,10397,8913,17
NQW,BROADWAY,2019-05-06T00:00:00Z,13074,10693,7017,18
NQW,BROADWAY,2019-05-13T00:00:00Z,7833,10510,10356,19
NQW,BROADWAY,2019-05-20T00:00:00Z,17477,10334,9215,20
NQW,BROADWAY,2019-05-27T00:00:00Z,15257,8733,9163,21
NQW,BROADWAY,2019-06-03T00:00:00Z,7822,10239,9055,22
NQW,BROADWAY,2019-06-10T00:00:00Z,1080,10622,9294,23
NQW,BROADWAY,2019-06-17T00:00:00Z,1163,11865,8713,24
NQW,BROADWAY,2019-06-24T00:00:00Z,16355,8578,8906,25
NQW,BROADWAY,2019-07-01T00:00:00Z,11866,6779,8258,26
NQW,BROADWAY,2019-07-08T00:00:00Z,981,9528,8326,27
NQW,BROADWAY,2019-07-15T00:00:00Z,1009,7578,8249,28
NQW,BROADWAY,2019-07-22T00:00:00Z,968,9303,8327,29
NQW,BROADWAY,2019-07-29T00:00:00Z,12630,9159,7909,30
NQW,BROADWAY,2019-08-05T00:00:00Z,11268,9211,8035,31
NQW,BROADWAY,2019-08-12T00:00:00Z,9970,8773,8296,32
NQW,BROADWAY,2019-08-19T00:00:00Z,14659,8626,8190,33
NQW,BROADWAY,2019-08-26T00:00:00Z,14282,9161,8484,34
NQW,BROADWAY,2019-09-02T00:00:00Z,17061,8973,9152,35
NQW,BROADWAY,2019-09-09T00:00:00Z,7836,11670,9888,36
NQW,BROADWAY,2019-09-16T00:00:00Z,7080,11358,9131,37
NQW,BROADWAY,2019-09-23T00:00:00Z,12320,11759,10216,38
NQW,BROADWAY,2019-09-30T00:00:00Z,732,10511,9404,39
NQW,BROADWAY,2019-10-07T00:00:00Z,12186,10744,9743,40
NQW,BROADWAY,2019-10-14T00:00:00Z,913,10358,9277,41
NQW,BROADWAY,2019-10-21T00:00:00Z,7209,9654,9835,42
NQW,BROADWAY,2019-10-28T00:00:00Z,18747,10913,9786,43
NQW,BROADWAY,2019-11-04T00:00:00Z,7176,31594,11530,44
NQW,BROADWAY,2019-11-11T00:00:00Z,13109,30938,10865,45
NQW,BROADWAY,2019-11-18T00:00:00Z,11325,31988,11565,46
NQW,BROADWAY,2019-11-25T00:00:00Z,10495,20146,9655,47
NQW,BROADWAY,2019-12-02T00:00:00Z,13589,31828,11502,48
NQW,BROADWAY,2019-12-09T00:00:00Z,7679,31697,11644,49
NQW,BROADWAY,2019-12-16T00:00:00Z,13030,30188,11541,50
NQW,BROADWAY,2019-12-23T00:00:00Z,12293,12455,8866,51
NQW,BROADWAY,2019-12-30T00:00:00Z,13109,17341,9773,52
NQW,BROADWAY,2020-01-06T00:00:00Z,14587,31009,10796,1
NQW,BROADWAY,2020-01-13T00:00:00Z,12295,31520,11234,2
NQW,BROADWAY,2020-01-20T00:00:00Z,10004,27343,10028,3
NQW,BROADWAY,2020-01-27T00:00:00Z,12761,31580,11049,4
NQW,BROADWAY,2020-02-03T00:00:00Z,12971,30368,11619,5
NQW,BROADWAY,2020-02-10T00:00:00Z,12384,31458,11483,6
NRW,23 ST,2019-02-18T00:00:00Z,23458,13636,50042,7
NRW,23 ST,2019-02-25T00:00:00Z,9910,16027,57169,8
NRW,23 ST,2019-03-04T00:00:00Z,11152,15563,55387,9
NRW,23 ST,2019-03-11T00:00:00Z,17544,2609,57418,10
NRW,23 ST,2019-03-18T00:00:00Z,27678,2610,58248,11
NRW,23 ST,2019-03-25T00:00:00Z,26660,2558,57820,12
NRW,23 ST,2019-04-01T00:00:00Z,26155,2863,59604,13
NRW,23 ST,2019-04-08T00:00:00Z,28262,2945,58608,14
NRW,23 ST,2019-04-15T00:00:00Z,24846,2525,57170,15
NRW,23 ST,2019-04-22T00:00:00Z,26207,2521,55321,16
NRW,23 ST,2019-04-29T00:00:00Z,24780,2804,58622,17
NRW,23 ST,2019-05-06T00:00:00Z,22578,3248,57463,18
NRW,23 ST,2019-05-13T00:00:00Z,25605,2777,59071,19
NRW,23 ST,2019-05-20T00:00:00Z,20511,2766,52085,20
NRW,23 ST,2019-05-27T00:00:00Z,26415,2433,47963,21
NRW,23 ST,2019-06-03T00:00:00Z,23816,3322,53349,22
NRW,23 ST,2019-06-10T00:00:00Z,21692,2951,53716,23
NRW,23 ST,2019-06-17T00:00:00Z,22396,2940,53896,24
NRW,23 ST,2019-06-24T00:00:00Z,32848,2843,53449,25
NRW,23 ST,2019-07-01T00:00:00Z,20998,1911,36103,26
NRW,23 ST,2019-07-08T00:00:00Z,21760,2818,53038,27
NRW,23 ST,2019-07-15T00:00:00Z,18034,2812,54280,28
NRW,23 ST,2019-07-22T00:00:00Z,20950,2742,53723,29
NRW,23 ST,2019-07-29T00:00:00Z,21235,2810,52165,30
NRW,23 ST,2019-08-05T00:00:00Z,20979,2546,52733,31
NRW,23 ST,2019-08-12T00:00:00Z,22181,2321,49163,32
NRW,23 ST,2019-08-19T00:00:00Z,21278,2189,47595,33
NRW,23 ST,2019-08-26T00:00:00Z,13083,2096,48417,34
NRW,23 ST,2019-09-02T00:00:00Z,22017,2207,45897,35
NRW,23 ST,2019-09-09T00:00:00Z,17974,2807,58133,36
NRW,23 ST,2019-09-16T00:00:00Z,23705,2792,56902,37
NRW,23 ST,2019-09-23T00:00:00Z,10478,2697,58461,38
NRW,23 ST,2019-09-30T00:00:00Z,22253,2602,55717,39
NRW,23 ST,2019-10-07T00:00:00Z,10008,2548,55620,40
NRW,23 ST,2019-10-14T00:00:00Z,23134,2407,57249,41
NRW,23 ST,2019-10-21T00:00:00Z,22518,2629,59587,42
NRW,23 ST,2019-10-28T00:00:00Z,30028,2672,58920,43
NRW,23 ST,2019-11-04T00:00:00Z,22300,16257,58486,44
NRW,23 ST,2019-11-11T00:00:00Z,22003,15158,56499,45
NRW,23 ST,2019-11-18T00:00:00Z,20025,16346,57265,46
NRW,23 ST,2019-11-25T00:00:00Z,17806,9843,36585,47
NRW,23 ST,2019-12-02T00:00:00Z,26092,16164,58654,48
NRW,23 ST,2019-12-09T00:00:00Z,27220,15756,59442,49
NRW,23 ST,2019-12-16T00:00:00Z,23096,15209,56570,50
NRW,23 ST,2019-12-23T00:00:00Z,22563,6093,26205,51
NRW,23 ST,2019-12-30T00:00:00Z,19307,8060,33657,52
NRW,23 ST,2020-01-06T00:00:00Z,20365,14668,52070,1
NRW,23 ST,2020-01-13T00:00:00Z,18006,15051,52351,2
NRW,23 ST,2020-01-20T00:00:00Z,7803,13001,45658,3
NRW,23 ST,2020-01-27T00:00:00Z,7888,15225,54065,4
NRW,23 ST,2020-02-03T00:00:00Z,19625,15428,54029,5
NRW,23 ST,2020-02-10T00:00:00Z,11604,15252,53113,6
NRW,28 ST,2019-02-18T00:00:00Z,13527,7896,28525,7
NRW,28 ST,2019-02-25T00:00:00Z,6150,8703,30391,8
NRW,28 ST,2019-03-04T00:00:00Z,7064,9121,30136,9
NRW,28 ST,2019-03-11T00:00:00Z,9780,1600,31361,10
NRW,28 ST,2019-03-18T00:00:00Z,14262,1474,31351,11
NRW,28 ST,2019-03-25T00:00:00Z,13631,1504,30521,12
NRW,28 ST,2019-04-01T00:00:00Z,13871,1588,31932,13
NRW,28 ST,2019-04-08T00:00:00Z,15275,1634,30791,14
NRW,28 ST,2019-04-15T00:00:00Z,13634,1521,29283,15
NRW,28 ST,2019-04-22T00:00:00Z,14463,1567,32029,16
NRW,28 ST,2019-04-29T00:00:00Z,14522,1655,30659,17
NRW,28 ST,2019-05-06T00:00:00Z,13491,1675,30150,18
NRW,28 ST,2019-05-13T00:00:00Z,13324,1665,31167,19
NRW,28 ST,2019-05-20T00:00:00Z,12064,1378,27884,20
NRW,28 ST,2019-05-27T00:00:00Z,14235,1458,26301,21
NRW,28 ST,2019-06-03T00:00:00Z,13821,1806,29966,22
NRW,28 ST,2019-06-10T00:00:00Z,12770,2052,29138,23
NRW,28 ST,2019-06-17T00:00:00Z,12848,1529,30367,24
NRW,28 ST,2019-06-24T00:00:00Z,14778,1577,29598,25
NRW,28 ST,2019-07-01T00:00:00Z,12953,1144,19993,26
NRW,28 ST,2019-07-08T00:00:00Z,12651,1879,29744,27
NRW,28 ST,2019-07-15T00:00:00Z,11355,1436,29947,28
NRW,28 ST,2019-07-22T00:00:00Z,12929,1456,29635,29
NRW,28 ST,2019-07-29T00:00:00Z,11980,1452,29048,30
NRW,28 ST,2019-08-05T00:00:00Z,12666,1853,29226,31
NRW,28 ST,2019-08-12T00:00:00Z,14340,1364,27532,32
NRW,28 ST,2019-08-19T00:00:00Z,14037,1301,27171,33
NRW,28 ST,2019-08-26T00:00:00Z,7495,1275,26120,34
NRW,28 ST,2019-09-02T00:00:00Z,12122,1228,23849,35
NRW,28 ST,2019-09-09T00:00:00Z,9771,1503,30130,36
NRW,28 ST,2019-09-16T00:00:00Z,13912,1779,29741,37
NRW,28 ST,2019-09-23T00:00:00Z,6469,1537,30179,38
NRW,28 ST,2019-09-30T00:00:00Z,13276,1403,29695,39
NRW,28 ST,2019-10-07T00:00:00Z,6577,1360,31061,40
NRW,28 ST,2019-10-14T00:00:00Z,14767,1318,30512,41
NRW,28 ST,2019-10-21T00:00:00Z,13576,1434,30820,42
NRW,28 ST,2019-10-28T00:00:00Z,18975,1440,30416,43
NRW,28 ST,2019-11-04T00:00:00Z,14832,8628,31659,44
NRW,28 ST,2019-11-11T00:00:00Z,14363,9133,31218,45
NRW,28 ST,2019-11-18T00:00:00Z,13496,9047,30693,46
NRW,28 ST,2019-11-25T00:00:00Z,12361,6410,19978,47
NRW,28 ST,2019-12-02T00:00:00Z,16611,8777,31596,48
NRW,28 ST,2019-12-09T00:00:00Z,16914,9158,33087,49
NRW,28 ST,2019-12-16T00:00:00Z,14946,8820,31627,50
NRW,28 ST,2019-12-23T00:00:00Z,14406,4734,15229,51
NRW,28 ST,2019-12-30T00:00:00Z,12561,5705,19491,52
NRW,28 ST,2020-01-06T00:00:00Z,12545,7880,29770,1
NRW,28 ST,2020-01-13T00:00:00Z,12359,8079,29306,2
NRW,28 ST,2020-01-20T00:00:00Z,5487,7616,27119,3
NRW,28 ST,2020-01-27T00:00:00Z,5603,8120,29224,4
NRW,28 ST,2020-02-03T00:00:00Z,12646,8241,29415,5
NRW,28 ST,2020-02-10T00:00:00Z,7744,8649,29710,6
NRW,8 ST-NYU,2019-02-18T00:00:00Z,25019,16398,31337,7
NRW,8 ST-NYU,2019-02-25T00:00:00Z,8163,19165,31933,8
NRW,8 ST-NYU,2019-03-04T00:00:00Z,7472,18370,30657,9
NRW,8 ST-NYU,2019-03-11T00:00:00Z,14120,3557,32722,10
NRW,8 ST-NYU,2019-03-18T00:00:00Z,22346,3165,28130,11
NRW,8 ST-NYU,2019-03-25T00:00:00Z,24989,3262,32185,12
NRW,8 ST-NYU,2019-04-01T00:00:00Z,25066,3412,32864,13
NRW,8 ST-NYU,2019-04-08T00:00:00Z,27875,4454,32821,14
NRW,8 ST-NYU,2019-04-15T00:00:00Z,23614,3049,32830,15
NRW,8 ST-NYU,2019-04-22T00:00:00Z,29393,3059,31224,16
NRW,8 ST-NYU,2019-04-29T00:00:00Z,25801,9830,33108,17
NRW,8 ST-NYU,2019-05-06T00:00:00Z,23256,3517,31803,18
NRW,8 ST-NYU,2019-05-13T00:00:00Z,25373,2961,32061,19
NRW,8 ST-NYU,2019-05-20T00:00:00Z,20637,3426,29756,20
NRW,8 ST-NYU,2019-05-27T00:00:00Z,21476,2967,26712,21
NRW,8 ST-NYU,2019-06-03T00:00:00Z,24267,4055,28599,22
NRW,8 ST-NYU,2019-06-10T00:00:00Z,21659,3933,28428,23
NRW,8 ST-NYU,2019-06-17T00:00:00Z,21941,3851,28577,24
NRW,8 ST-NYU,2019-06-24T00:00:00Z,32546,3596,23830,25
NRW,8 ST-NYU,2019-07-01T00:00:00Z,19379,2590,22446,26
NRW,8 ST-NYU,2019-07-08T00:00:00Z,17781,3708,28476,27
NRW,8 ST-NYU,2019-07-15T00:00:00Z,18412,3711,25183,28
NRW,8 ST-NYU,2019-07-22T00:00:00Z,21879,3754,29162,29
NRW,8 ST-NYU,2019-07-29T00:00:00Z,21493,3681,28336,30
NRW,8 ST-NYU,2019-08-05T00:00:00Z,21775,4014,28246,31
NRW,8 ST-NYU,2019-08-12T00:00:00Z,20242,2514,26411,32
NRW,8 ST-NYU,2019-08-19T00:00:00Z,22005,2802,26257,33
NRW,8 ST-NYU,2019-08-26T00:00:00Z,15597,2593,26271,34
NRW,8 ST-NYU,2019-09-02T00:00:00Z,23107,2702,27307,35
NRW,8 ST-NYU,2019-09-09T00:00:00Z,22982,3494,33598,36
NRW,8 ST-NYU,2019-09-16T00:00:00Z,25600,3509,33283,37
NRW,8 ST-NYU,2019-09-23T00:00:00Z,9488,3512,33891,38
NRW,8 ST-NYU,2019-09-30T00:00:00Z,25283,3199,33341,39
NRW,8 ST-NYU,2019-10-07T00:00:00Z,8780,3212,33098,40
NRW,8 ST-NYU,2019-10-14T00:00:00Z,27583,2976,33092,41
NRW,8 ST-NYU,2019-10-21T00:00:00Z,25091,3240,34384,42
NRW,8 ST-NYU,2019-10-28T00:00:00Z,33604,3436,34276,43
NRW,8 ST-NYU,2019-11-04T00:00:00Z,26307,18825,34268,44
NRW,8 ST-NYU,2019-11-11T00:00:00Z,26456,18977,33633,45
NRW,8 ST-NYU,2019-11-18T00:00:00Z,22325,19364,31523,46
NRW,8 ST-NYU,2019-11-25T00:00:00Z,18593,10740,21523,47
NRW,8 ST-NYU,2019-12-02T00:00:00Z,25435,19175,31533,48
NRW,8 ST-NYU,2019-12-09T00:00:00Z,25948,18464,29923,49
NRW,8 ST-NYU,2019-12-16T00:00:00Z,22922,17723,31114,50
NRW,8 ST-NYU,2019-12-23T00:00:00Z,21596,5021,16532,51
NRW,8 ST-NYU,2019-12-30T00:00:00Z,20385,8360,19278,52
NRW,8 ST-NYU,2020-01-06T00:00:00Z,22978,17836,26923,1
NRW,8 ST-NYU,2020-01-13T00:00:00Z,19906,17864,26790,2
NRW,8 ST-NYU,2020-01-20T00:00:00Z,6892,15724,25099,3
NRW,8 ST-NYU,2020-01-27T00:00:00Z,6749,18730,31251,4
NRW,8 ST-NYU,2020-02-03T00:00:00Z,21632,19000,32997,5
NRW,8 ST-NYU,2020-02-10T00:00:00Z,15772,18832,32352,6
NRW,CITY HALL,2019-02-18T00:00:00Z,2915,3168,13058,7
NRW,CITY HALL,2019-02-25T00:00:00Z,940,4070,16563,8
NRW,CITY HALL,2019-03-04T00:00:00Z,2578,3923,16779,9
NRW,CITY HALL,2019-03-11T00:00:00Z,3118,748,15852,10
NRW,CITY HALL,2019-03-18T00:00:00Z,3655,606,14863,11
NRW,CITY HALL,2019-03-25T00:00:00Z,3292,668,15650,12
NRW,CITY HALL,2019-04-01T00:00:00Z,3791,828,15664,13
NRW,CITY HALL,2019-04-08T00:00:00Z,4439,1382,15500,14
NRW,CITY HALL,2019-04-15T00:00:00Z,3708,713,15252,15
NRW,CITY HALL,2019-04-22T00:00:00Z,3509,598,13987,16
NRW,CITY HALL,2019-04-29T00:00:00Z,3590,786,16215,17
NRW,CITY HALL,2019-05-06T00:00:00Z,3340,776,15836,18
NRW,CITY HALL,2019-05-13T00:00:00Z,3884,1032,15414,19
NRW,CITY HALL,2019-05-20T00:00:00Z,3583,765,14611,20
NRW,CITY HALL,2019-05-27T00:00:00Z,3414,691,12263,21
NRW,CITY HALL,2019-06-03T00:00:00Z,3596,730,15131,22
NRW,CITY HALL,2019-06-10T00:00:00Z,3540,702,15097,23
NRW,CITY HALL,2019-06-17T00:00:00Z,3521,661,14388,24
NRW,CITY HALL,2019-06-24T00:00:00Z,3451,559,14531,25
NRW,CITY HALL,2019-07-01T00:00:00Z,3485,349,9797,26
NRW,CITY HALL,2019-07-08T00:00:00Z,1636,555,13994,27
NRW,CITY HALL,2019-07-15T00:00:00Z,2861,557,15456,28
NRW,CITY HALL,2019-07-22T00:00:00Z,3699,535,14572,29
NRW,CITY HALL,2019-07-29T00:00:00Z,3282,533,14034,30
NRW,CITY HALL,2019-08-05T00:00:00Z,3418,536,14030,31
NRW,CITY HALL,2019-08-12T00:00:00Z,4102,577,13800,32
NRW,CITY HALL,2019-08-19T00:00:00Z,4454,494,13227,33
NRW,CITY HALL,2019-08-26T00:00:00Z,390,476,13074,34
NRW,CITY HALL,2019-09-02T00:00:00Z,317,597,11762,35
NRW,CITY HALL,2019-09-09T00:00:00Z,3620,780,15625,36
NRW,CITY HALL,2019-09-16T00:00:00Z,3776,814,16017,37
NRW,CITY HALL,2019-09-23T00:00:00Z,3671,1480,15639,38
NRW,CITY HALL,2019-09-30T00:00:00Z,3109,758,14470,39
NRW,CITY HALL,2019-10-07T00:00:00Z,3851,710,14853,40
NRW,CITY HALL,2019-10-14T00:00:00Z,3408,533,13545,41
NRW,CITY HALL,2019-10-21T00:00:00Z,3738,778,15745,42
NRW,CITY HALL,2019-10-28T00:00:00Z,4423,735,15848,43
NRW,CITY HALL,2019-11-04T00:00:00Z,4189,4307,16968,44
