linename,station,weekdate_2022,weekend_am_2022,weekend_pm_2022,weekday_am_2022,weekday_pm_2022,week,weekdate_bl,weekend_am_bl,weekend_pm_bl,weekday_am_bl,weekday_pm_bl,d_weekend_am,d_weekend_pm,d_weekday_am,d_weekday_pm,lat,lon
BQ,NEWKIRK PLAZA,2022-01-31T00:00:00Z,521,927,6326,3668,5,2020-02-03T00:00:00Z,0,0,13521,8183,"NA","NA",0.46786480289919385,0.4482463644140291,40.63514194,-73.962694870000007
L,SUTTER AV,2022-02-28T00:00:00Z,8,2,2456,1368,9,2019-03-04T00:00:00Z,463,616,4979,3574,0.017278617710583154,0.003246753246753247,0.49327174131351675,0.38276440962506997,40.669145,-73.901916
G,GREENPOINT AV,2022-01-31T00:00:00Z,615,1408,5712,7649,5,2020-02-03T00:00:00Z,1578,4036,19209,15659,0.3897338403041825,0.34886025768087214,0.2973606122130251,0.48847308257232264,40.731267,-73.954425
BDFQ6,B'WAY-LAFAYETTE,2022-02-28T00:00:00Z,653,6725,5149,25651,9,2019-03-04T00:00:00Z,1588,21421,19197,60374,0.41120906801007556,0.31394426030530787,0.2682189925509194,0.42486832080034453,40.725297,-73.996204
BC,116 ST,2022-03-21T00:00:00Z,134,416,4385,3630,12,2019-03-25T00:00:00Z,545,2023,10468,8330,0.24587155963302754,0.2056351952545724,0.4188956820787161,0.43577430972388953,40.80505813,-73.95479778
BD,FORDHAM RD,2022-04-11T00:00:00Z,895,1106,7312,5061,15,2019-04-15T00:00:00Z,1491,2885,13789,13284,0.6002682763246143,0.38336221837088386,0.5302777576328958,0.3809846431797651,40.861296,-73.897749
6,WHITLOCK AV,2022-01-03T00:00:00Z,206,166,1580,912,1,2020-01-06T00:00:00Z,476,376,3999,1819,0.4327731092436975,0.44148936170212766,0.39509877469367344,0.5013743815283123,40.826525,-73.886283
1,WTC-CORTLANDT,2022-01-10T00:00:00Z,178,1173,2109,4956,2,2020-01-13T00:00:00Z,195,3767,4467,28614,0.9128205128205128,0.3113883727103796,0.47212894560107455,0.17320192912560284,40.711835,-74.012188
R,45 ST,2022-02-28T00:00:00Z,1195,1189,9441,4393,9,2019-03-04T00:00:00Z,1757,2183,16751,8623,0.6801365964712578,0.5446633073751718,0.563608142797445,0.5094514670068422,40.64893867,-74.010006
BQ,CORTELYOU RD,2022-03-28T00:00:00Z,289,438,4646,2240,13,2019-04-01T00:00:00Z,776,1775,9037,5006,0.37242268041237114,0.24676056338028168,0.5141086643797721,0.44746304434678386,40.64094017,-73.96379006
2345ACJZ,FULTON ST,2022-02-14T00:00:00Z,1255,6786,14771,42159,7,2019-02-18T00:00:00Z,1564,11513,27025,121360,0.8024296675191815,0.5894206549118388,0.546567992599445,0.347387936717205,40.709416,-74.006571
AC,UTICA AV,2022-03-21T00:00:00Z,1204,1449,11812,5186,12,2019-03-25T00:00:00Z,2858,4150,30187,13025,0.4212736179146256,0.3491566265060241,0.391294265743532,0.3981573896353167,40.679364,-73.930729
AC1,168 ST,2022-04-18T00:00:00Z,1039,2136,6520,17209,16,2019-04-22T00:00:00Z,2199,5095,13007,35022,0.472487494315598,0.41923454367026497,0.5012685477050819,0.49137684883787336,40.840719,-73.939561
456JZ,BROOKLYN BRIDGE,2022-04-18T00:00:00Z,273,3171,1878,26493,16,2019-04-22T00:00:00Z,581,6304,4965,65876,0.46987951807228917,0.5030139593908629,0.37824773413897284,0.4021646730220414,40.71323379,-74.00340673
MR,36 ST,2022-02-14T00:00:00Z,66,323,694,3498,7,2019-02-18T00:00:00Z,275,1508,1343,9778,0.24,0.21419098143236073,0.5167535368577811,0.3577418695029658,40.75196004,-73.92901818
G,"NASSAU AV",2022-03-28T00:00:00Z,148,1310,2847,6018,13,2019-04-01T00:00:00Z,0,2,7169,12660,"NA",655,0.3971265169479704,0.47535545023696685,40.72448,-73.951183
1,MARBLE HILL-225,2022-02-21T00:00:00Z,652,675,3822,2481,8,2019-02-25T00:00:00Z,249,477,10249,6188,2.6184738955823295,1.4150943396226414,0.37291443067616353,0.40093729799612154,40.874561,-73.909831
MR,65 ST,2022-03-14T00:00:00Z,206,168,4070,1185,11,2019-03-18T00:00:00Z,908,766,7609,2613,0.22687224669603523,0.2193211488250653,0.5348928899986858,0.4535017221584386,40.74971953,-73.89878838
BQ,AVENUE M,2022-02-28T00:00:00Z,777,715,5545,4818,9,2019-03-04T00:00:00Z,895,1345,10830,7955,0.8681564245810056,0.5315985130111525,0.5120036934441367,0.6056568196103079,40.61739774,-73.95924311
Q,96 ST-2 AVE,2022-03-28T00:00:00Z,953,1565,10556,8377,13,2019-04-01T00:00:00Z,2165,4319,34067,19708,0.4401847575057737,0.3623523963880528,0.30985998180056945,0.42505581489750355,40.78423665,-73.94706602
6,3 AV 138 ST,2022-03-28T00:00:00Z,1317,1007,7348,3336,13,2019-04-01T00:00:00Z,1205,1229,10230,6544,1.0929460580912862,0.8193653376729048,0.7182795698924731,0.5097799511002445,40.810476,-73.926138
L,BUSHWICK AV,2022-04-11T00:00:00Z,1,0,1429,852,15,2019-04-15T00:00:00Z,220,529,2406,2028,0.004545454545454545,0,0.5939318370739817,0.42011834319526625,40.68286063,-73.90526176
E,JAMAICA VAN WK,2022-01-17T00:00:00Z,351,336,3202,2268,3,2020-01-20T00:00:00Z,576,658,5350,4802,0.609375,0.5106382978723404,0.5985046728971962,0.47230320699708456,40.70289855,-73.81701287
N,8 AV,2022-04-04T00:00:00Z,759,1449,9202,6607,14,2019-04-08T00:00:00Z,1881,3762,16242,12290,0.40350877192982454,0.38516746411483255,0.5665558428764931,0.5375915378356387,40.634971,-74.011516
25,NEREID AV,2022-01-17T00:00:00Z,224,301,2886,1454,3,2020-01-20T00:00:00Z,394,547,5262,2534,0.5685279187817259,0.5502742230347349,0.548460661345496,0.5737963693764798,40.89828652,-73.85431531
ABCDEFM,W 4 ST-WASH SQ,2022-02-28T00:00:00Z,521,6111,2862,24460,9,2019-03-04T00:00:00Z,1513,20280,10740,70656,0.34434897554527427,0.30133136094674556,0.2664804469273743,0.3461843297101449,40.732338,-74.000495
4,FORDHAM RD,2022-01-31T00:00:00Z,1400,1368,7893,5500,5,2020-02-03T00:00:00Z,2688,2767,15311,11591,0.5208333333333334,0.4943982652692447,0.5155117235974136,0.47450608230523683,40.862803,-73.901034
25,BURKE AV,2022-01-24T00:00:00Z,212,208,2943,935,4,2020-01-27T00:00:00Z,568,635,6583,2135,0.3732394366197183,0.32755905511811023,0.44706061066383107,0.4379391100702576,40.8712588,-73.86705362
M,FRESH POND RD,2022-04-18T00:00:00Z,504,372,6034,1356,16,2019-04-22T00:00:00Z,1098,752,13237,2492,0.45901639344262296,0.4946808510638298,0.4558434690639873,0.5441412520064205,40.706226,-73.895898
JZ,104 ST,2022-04-11T00:00:00Z,282,208,2938,954,15,2019-04-15T00:00:00Z,0,0,6088,2140,"NA","NA",0.48258869908015767,0.4457943925233645,40.695166,-73.844435
BDFM,47-50 STS ROCK,2022-03-21T00:00:00Z,317,4477,1355,56699,12,2019-03-25T00:00:00Z,813,11263,4948,184553,0.3899138991389914,0.39749622658261563,0.2738480194017785,0.3072233992403266,40.758641,-73.981331
25,BEVERLY RD,2022-03-14T00:00:00Z,327,389,4097,1491,11,2019-03-18T00:00:00Z,588,855,7283,2654,0.5561224489795918,0.45497076023391814,0.562542908142249,0.5617935192162773,40.64512352,-73.94884798
S,PARK PLACE,2022-01-17T00:00:00Z,52,176,680,818,3,2020-01-20T00:00:00Z,85,425,1211,1857,0.611764705882353,0.41411764705882353,0.5615194054500413,0.440495422724825,40.67477167,-73.957624
N,FT HAMILTON PKY,2022-01-10T00:00:00Z,404,438,5244,2070,2,2020-01-13T00:00:00Z,706,1030,9293,4276,0.5722379603399433,0.42524271844660194,0.5642957064457118,0.48409728718428435,40.63138567,-74.005351
R,86 ST,2022-01-24T00:00:00Z,996,888,11223,6808,4,2020-01-27T00:00:00Z,2921,2756,22480,12648,0.3409791167408422,0.32220609579100146,0.4992437722419929,0.5382669196710942,40.62268667,-74.028398
MR,63 DR-REGO PARK,2022-03-14T00:00:00Z,551,1351,8458,7272,11,2019-03-18T00:00:00Z,1237,4269,17388,16091,0.44543249797898143,0.3164675568048723,0.4864274212100299,0.4519296501149711,40.72976397,-73.8616182
C,LAFAYETTE AV,2022-01-03T00:00:00Z,94,626,637,2666,1,2020-01-06T00:00:00Z,144,2239,2156,7310,0.6527777777777778,0.2795891022778026,0.29545454545454547,0.36470588235294116,40.686113,-73.973946
A,ROCKAWAY BLVD,2022-02-14T00:00:00Z,590,689,7371,2968,7,2019-02-18T00:00:00Z,1154,1552,10557,5144,0.511265164644714,0.44394329896907214,0.6982097186700768,0.5769828926905132,40.680429,-73.843853
ACJLZ,BROADWAY JCT,2022-04-04T00:00:00Z,791,846,5336,3721,14,2019-04-08T00:00:00Z,1706,2881,10135,8671,0.46365767878077374,0.2936480388753905,0.5264923532313764,0.42913158805212775,40.67833367,-73.905316
A,OZONE PK LEFFRT,2022-03-28T00:00:00Z,686,536,9606,2125,13,2019-04-01T00:00:00Z,1505,1454,19070,4316,0.4558139534883721,0.3686382393397524,0.5037231253277399,0.49235403151065804,40.685951,-73.825798
25,PROSPECT AV,2022-02-21T00:00:00Z,475,647,3498,2762,8,2019-02-25T00:00:00Z,916,1416,8901,8327,0.5185589519650655,0.4569209039548023,0.39298955173576,0.3316920859853489,40.81948726,-73.90177779
6,51 ST,2022-03-07T00:00:00Z,459,1756,3476,14692,10,2019-03-11T00:00:00Z,579,5054,2353,53776,0.7927461139896373,0.34744756628413137,1.4772630684232895,0.2732073787563225,40.757107,-73.97192
ACFR,JAY ST-METROTEC,2022-01-10T00:00:00Z,1240,2794,9524,29983,2,2020-01-13T00:00:00Z,3431,8459,34697,89404,0.3614106674438939,0.33029908972691807,0.2744905899645502,0.3353653080399087,"NA","NA"
JZ,GATES AV,2022-03-28T00:00:00Z,441,619,5116,2263,13,2019-04-01T00:00:00Z,831,1133,12964,5449,0.5306859205776173,0.5463371579876434,0.39463128663992597,0.4153055606533309,40.689584,-73.922156
7,82 ST-JACKSON H,2022-01-10T00:00:00Z,2136,2516,13059,11038,2,2020-01-13T00:00:00Z,3853,5054,23885,19647,0.5543732156760965,0.4978235061337554,0.5467448189240108,0.5618160533414771,40.747659,-73.883697
JZ,CRESCENT ST,2022-01-31T00:00:00Z,686,526,3119,1214,5,2020-02-03T00:00:00Z,870,968,7639,2951,0.7885057471264367,0.5433884297520661,0.40829951564340883,0.41138597085733647,40.68315266,-73.87392925
D,BAY PKWY,2022-01-03T00:00:00Z,516,742,5361,2829,1,2020-01-06T00:00:00Z,1049,1942,11209,6166,0.4918970448045758,0.3820803295571576,0.4782763850477295,0.458806357444048,40.60195046,-73.9936762
123,96 ST,2022-03-07T00:00:00Z,999,4211,8759,23262,10,2019-03-11T00:00:00Z,3706,11963,46185,42884,0.2695628710199676,0.35200200618573935,0.18965031936776008,0.5424400708889097,40.793919,-73.972323
NRW,23 ST,2022-03-07T00:00:00Z,419,3738,3630,16442,10,2019-03-11T00:00:00Z,296,5927,2609,57418,1.4155405405405406,0.6306731904842248,1.3913376772709851,0.2863561949214532,40.74130267,-73.989344
JZ,WOODHAVEN BLVD,2022-03-14T00:00:00Z,2,9,3747,2375,11,2019-03-18T00:00:00Z,5,1,7389,3729,0.4,9,0.5071051563134389,0.636899973183159,40.693704,-73.852052
D,FT HAMILTON PKY,2022-01-10T00:00:00Z,188,396,2642,2921,2,2020-01-13T00:00:00Z,378,759,4432,5266,0.4973544973544973,0.5217391304347826,0.5961191335740073,0.5546904671477402,40.64091271,-73.99420224
EM,5 AV/53 ST,2022-03-21T00:00:00Z,197,1958,1208,22681,12,2019-03-25T00:00:00Z,447,5152,3510,70021,0.4407158836689038,0.38004658385093165,0.34415954415954414,0.3239171105811114,40.76008683,-73.97524851
1,145 ST,2022-02-07T00:00:00Z,1430,1614,9110,5550,6,2020-02-10T00:00:00Z,21,0,16405,9870,68.0952380952381,"NA",0.5553185004571777,0.5623100303951368,40.826551,-73.95036
NRW,23 ST,2022-04-04T00:00:00Z,140,3773,829,15397,14,2019-04-08T00:00:00Z,395,9393,2945,58608,0.35443037974683544,0.4016821036942404,0.28149405772495756,0.26271157521157523,40.74130267,-73.989344
G,GREENPOINT AV,2022-01-03T00:00:00Z,478,976,4239,6377,1,2020-01-06T00:00:00Z,1566,3893,18943,15165,0.3052362707535121,0.2507063960955561,0.22377659293670485,0.4205077481041873,40.731267,-73.954425
4,BEDFORD PK BLVD,2022-03-14T00:00:00Z,413,427,3807,3340,11,2019-03-18T00:00:00Z,630,1089,5867,6302,0.6555555555555556,0.3921028466483012,0.6488835861598773,0.5299904792129483,40.873412,-73.890064
N,BAY PKWY,2022-02-28T00:00:00Z,864,827,6452,2847,9,2019-03-04T00:00:00Z,1407,1303,10518,3967,0.6140724946695096,0.634689178818112,0.6134246054382962,0.7176707839677338,40.61145579,-73.98178001
JZ,VAN SICLEN AV,2022-01-31T00:00:00Z,252,196,2474,1124,5,2020-02-03T00:00:00Z,450,531,4571,1910,0.56,0.3691148775894539,0.5412382410851018,0.5884816753926702,40.67802821,-73.89165773
EJZ,SUTPHIN-ARCHER,2022-04-11T00:00:00Z,3108,6009,21051,22900,15,2019-04-15T00:00:00Z,4205,9724,36324,38722,0.7391200951248513,0.6179555738379268,0.5795341922695738,0.5913950725685657,40.70038242,-73.80800472
F,57 ST,2022-02-21T00:00:00Z,233,2973,589,10694,8,2019-02-25T00:00:00Z,281,5151,1352,31068,0.8291814946619217,0.5771694816540478,0.4356508875739645,0.3442126947341316,40.764085,-73.977368
6,ASTOR PL,2022-01-31T00:00:00Z,182,2051,1230,9071,5,2020-02-03T00:00:00Z,519,5871,4513,25027,0.35067437379576105,0.34934423437233864,0.2725459782849546,0.3624485555599952,40.730054,-73.99107
1,DYCKMAN ST,2022-04-04T00:00:00Z,506,868,4784,3850,14,2019-04-08T00:00:00Z,942,2179,7832,7176,0.5371549893842887,0.398347865993575,0.6108273748723186,0.5365105908584169,40.860531,-73.925536
J,85 ST-FOREST PK,2022-02-28T00:00:00Z,604,335,4791,1289,9,2019-03-04T00:00:00Z,0,2,7887,2183,"NA",167.5,0.607455306200076,0.5904718277599633,40.692427,-73.860087
M,SENECA AVE,2022-03-21T00:00:00Z,207,183,3631,715,12,2019-03-25T00:00:00Z,360,326,7082,1511,0.575,0.5613496932515337,0.5127082744987291,0.47319655857048315,40.702919,-73.907582
D,20 AV,2022-01-17T00:00:00Z,795,439,4797,1548,3,2020-01-20T00:00:00Z,1636,1172,10570,3770,0.48594132029339854,0.37457337883959047,0.45383159886471147,0.4106100795755968,40.604677,-73.99817432
F,BAY PKWY,2022-04-18T00:00:00Z,98,82,956,399,16,2019-04-22T00:00:00Z,396,280,1837,677,0.2474747474747475,0.29285714285714287,0.5204137180185084,0.5893648449039882,40.62073162,-73.97525698
F,169 ST,2022-02-07T00:00:00Z,961,762,7310,4933,6,2020-02-10T00:00:00Z,1776,1877,15072,10608,0.5411036036036037,0.40596696856686204,0.48500530785562634,0.465026395173454,40.7105175,-73.7934742
G,21 ST,2022-04-11T00:00:00Z,0,0,518,1173,15,2019-04-15T00:00:00Z,0,0,977,3322,"NA","NA",0.5301944728761515,0.3531005418422637,40.74412867,-73.9496
7,33 ST-RAWSON ST,2022-01-10T00:00:00Z,171,521,1276,10205,2,2020-01-13T00:00:00Z,406,1470,4148,26604,0.4211822660098522,0.354421768707483,0.3076181292189007,0.38358893399488797,40.744587,-73.930997
CE,23 ST,2022-01-31T00:00:00Z,501,1534,6887,17170,5,2020-02-03T00:00:00Z,1457,4975,23652,48133,0.3438572409059712,0.3083417085427136,0.29118044985624897,0.3567199218831155,40.745906,-73.998041
BQ,7 AV,2022-03-28T00:00:00Z,243,1372,5288,4659,13,2019-04-01T00:00:00Z,624,3016,17968,10189,0.3894230769230769,0.45490716180371354,0.29430097951914513,0.4572578270684071,40.67710218,-73.97285279
F,LEXINGTON AV/63,2022-04-04T00:00:00Z,289,2699,2207,19143,14,2019-04-08T00:00:00Z,570,7660,7792,48037,0.5070175438596491,0.3523498694516971,0.2832392197125257,0.39850531881674545,40.76461809,-73.96608964
C,LIBERTY AV,2022-02-07T00:00:00Z,160,217,1926,1612,6,2020-02-10T00:00:00Z,294,471,3686,3315,0.54421768707483,0.4607218683651805,0.5225176342919153,0.48627450980392156,40.674542,-73.896548
A,BEACH 60 ST,2022-01-03T00:00:00Z,224,147,1345,572,1,2020-01-06T00:00:00Z,496,443,3809,1547,0.45161290322580644,0.33182844243792325,0.35311105276975585,0.3697478991596639,40.592374,-73.788522
JM,FLUSHING AV,2022-03-07T00:00:00Z,286,821,2274,6191,10,2019-03-11T00:00:00Z,1365,3354,8747,11097,0.20952380952380953,0.24478234943351224,0.2599748485194924,0.5578985311345409,40.7004044,-73.94137735
C,CLINTON-WASH AV,2022-04-04T00:00:00Z,3,19,1807,4073,14,2019-04-08T00:00:00Z,275,1509,4699,8349,0.01090909090909091,0.012591119946984758,0.3845499042349436,0.48784285543178824,40.683263,-73.965838
6,33 ST,2022-04-18T00:00:00Z,421,1419,4154,14459,16,2019-04-22T00:00:00Z,1387,6352,17491,50500,0.3035328046142754,0.2233942065491184,0.23749356812074782,0.2863168316831683,40.746081,-73.982076
NRW,RECTOR ST,2022-02-07T00:00:00Z,72,119,1835,4073,6,2020-02-10T00:00:00Z,665,1458,8203,15854,0.10827067669172932,0.08161865569272976,0.2236986468365232,0.25690677431563014,40.70774476,-74.01297456
6,LONGWOOD AV,2022-01-17T00:00:00Z,219,280,2066,2067,3,2020-01-20T00:00:00Z,397,353,3100,2657,0.5516372795969773,0.7932011331444759,0.6664516129032259,0.7779450508091833,40.816104,-73.896435
MR,NORTHERN BLVD,2022-02-21T00:00:00Z,274,174,3505,3124,8,2019-02-25T00:00:00Z,732,1304,9246,7149,0.3743169398907104,0.1334355828220859,0.3790828466363833,0.4369841935935096,40.75282483,-73.90606508
1,191 ST,2022-02-28T00:00:00Z,1087,1038,7729,4623,9,2019-03-04T00:00:00Z,1784,2176,14782,8940,0.609304932735426,0.47702205882352944,0.522865647409011,0.5171140939597315,40.855225,-73.929412
NQW,BROADWAY,2022-02-14T00:00:00Z,1292,1544,11097,6300,7,2019-02-18T00:00:00Z,0,0,22171,7505,"NA","NA",0.5005186955933426,0.8394403730846103,40.761432,-73.925823
JZ,121 ST,2022-04-04T00:00:00Z,175,239,1753,1185,14,2019-04-08T00:00:00Z,0,1,3991,1822,"NA",239,0.4392382861438236,0.650384193194292,40.700482,-73.828349
BQ,CORTELYOU RD,2022-02-21T00:00:00Z,891,805,4811,2391,8,2019-02-25T00:00:00Z,1968,1844,15433,5209,0.4527439024390244,0.43655097613882865,0.3117345946996695,0.45901324630447304,40.64094017,-73.96379006
BC,86 ST,2022-01-17T00:00:00Z,382,1139,3531,7989,3,2020-01-20T00:00:00Z,1092,3331,15258,18757,0.3498168498168498,0.3419393575502852,0.23141958316948485,0.4259209894972544,40.78582305,-73.96882849
AC1,168 ST,2022-01-17T00:00:00Z,1816,2260,10674,18249,3,2020-01-20T00:00:00Z,5467,6555,23162,37166,0.332174867386135,0.34477498093058734,0.46084103272601673,0.4910132917182371,40.840719,-73.939561
A,190 ST,2022-02-21T00:00:00Z,553,442,3237,1833,8,2019-02-25T00:00:00Z,1320,1136,12170,4501,0.41893939393939394,0.3890845070422535,0.26598192276088745,0.4072428349255721,40.859022,-73.93418
7,METS-WILLETS PT,2022-01-10T00:00:00Z,67,268,914,1515,2,2020-01-13T00:00:00Z,99,1259,2438,3658,0.6767676767676768,0.21286735504368545,0.3748974569319114,0.41416074357572447,40.754622,-73.845625
JZ,WOODHAVEN BLVD,2022-02-07T00:00:00Z,17,5,4108,2588,6,2020-02-10T00:00:00Z,1121,1146,10204,4893,0.015165031222123104,0.004363001745200698,0.4025872206977656,0.5289188636828122,40.693704,-73.852052
3,JUNIUS ST,2022-02-21T00:00:00Z,336,243,1659,1102,8,2019-02-25T00:00:00Z,543,494,4563,2668,0.6187845303867403,0.49190283400809715,0.3635765943458251,0.41304347826086957,40.663589,-73.90244864
1,181 ST,2022-03-28T00:00:00Z,670,1152,4989,5088,13,2019-04-01T00:00:00Z,1598,3982,12029,14770,0.4192740926157697,0.28930185836263184,0.4147476930750686,0.34448205822613404,40.849505,-73.933596
EMG7,COURT SQ,2022-01-03T00:00:00Z,893,1924,6107,14834,1,2020-01-06T00:00:00Z,4349,8388,30560,50480,0.2053345596688894,0.22937529804482595,0.19983638743455498,0.29385895404120443,"NA","NA"
MR,36 ST,2022-03-07T00:00:00Z,101,283,758,3667,10,2019-03-11T00:00:00Z,529,1345,3390,8624,0.19092627599243855,0.2104089219330855,0.22359882005899706,0.425208719851577,40.75196004,-73.92901818
1,103 ST,2022-04-18T00:00:00Z,1,1,4886,6015,16,2019-04-22T00:00:00Z,1402,3786,13293,12569,7.132667617689016e-4,2.641310089804543e-4,0.3675618746708794,0.4785583578645875,40.799446,-73.968379
N,8 AV,2022-03-28T00:00:00Z,793,1873,8668,6462,13,2019-04-01T00:00:00Z,1918,3873,15926,12269,0.41345151199165797,0.4836044410018074,0.5442672359663443,0.5266932920368408,40.634971,-74.011516
25,CHURCH AV,2022-04-04T00:00:00Z,841,892,10721,3098,14,2019-04-08T00:00:00Z,1621,1930,20702,7131,0.5188155459592844,0.46217616580310883,0.5178726693073133,0.43444117234609453,40.65086069,-73.94945514
R,BAY RIDGE-95 ST,2022-02-28T00:00:00Z,658,574,5959,2945,9,2019-03-04T00:00:00Z,1014,1156,14485,5050,0.6489151873767258,0.49653979238754326,0.4113910942354159,0.5831683168316831,40.61662167,-74.030876
7,111 ST,2022-01-03T00:00:00Z,2719,1445,13501,4413,1,2020-01-06T00:00:00Z,4497,3120,23237,8798,0.6046253057593951,0.46314102564102566,0.5810130395489952,0.5015912707433507,40.75173,-73.855334
BD4,161/YANKEE STAD,2022-02-14T00:00:00Z,2373,2169,16389,13752,7,2019-02-18T00:00:00Z,4463,5131,26849,24702,0.5317051310777504,0.4227246150847788,0.6104137956720921,0.5567160553801311,40.827905,-73.925651
45,138/GRAND CONC,2022-04-18T00:00:00Z,192,387,1406,2336,16,2019-04-22T00:00:00Z,468,827,3039,3778,0.41025641025641024,0.46795646916565903,0.46265218821980914,0.6183165696135522,40.813224,-73.929849
F,AVENUE I,2022-01-31T00:00:00Z,12,118,772,1554,5,2020-02-03T00:00:00Z,198,694,1625,3292,0.06060606060606061,0.17002881844380405,0.47507692307692306,0.47205346294046174,40.62501744,-73.97606933
L,JEFFERSON ST,2022-04-11T00:00:00Z,336,1094,2857,3917,15,2019-04-15T00:00:00Z,726,2909,5482,9162,0.4628099173553719,0.376074252320385,0.5211601605253557,0.42752674088626935,40.70660667,-73.922913
EM,5 AV/53 ST,2022-02-07T00:00:00Z,1,0,647,16087,6,2020-02-10T00:00:00Z,0,0,1964,74822,"NA","NA",0.32942973523421587,0.215003608564326,40.76008683,-73.97524851
1237ACENQRSW,TIMES SQ-42 ST,2022-03-28T00:00:00Z,4988,25329,61059,105215,13,2019-04-01T00:00:00Z,12276,70869,143926,336521,0.40632127728901923,0.3574059179613089,0.4242388449619944,0.3126550794749808,40.75529,-73.987495
R1W,WHITEHALL S-FRY,2022-01-24T00:00:00Z,203,617,3357,7200,4,2020-01-27T00:00:00Z,762,2701,8811,40360,0.2664041994750656,0.2284339133654202,0.38100102145045966,0.17839444995044598,40.70314237,-74.01300724
JMZ,MARCY AV,2022-02-28T00:00:00Z,219,1405,3077,7957,9,2019-03-04T00:00:00Z,1309,8652,7451,17417,0.16730328495034377,0.1623901987979658,0.4129647027244665,0.45685250043061376,40.708383,-73.957832
L,GRAND ST,2022-04-18T00:00:00Z,221,746,1950,4082,16,2019-04-22T00:00:00Z,264,1172,3968,8053,0.8371212121212122,0.636518771331058,0.49143145161290325,0.506891841549733,40.711576,-73.940497
C,163 ST-AMSTERDM,2022-04-18T00:00:00Z,497,406,2959,1184,16,2019-04-22T00:00:00Z,987,1122,6645,2708,0.5035460992907801,0.36185383244206776,0.4452972159518435,0.43722304283604135,40.836013,-73.939892
R,BAY RIDGE AV,2022-03-28T00:00:00Z,456,755,5938,3404,13,2019-04-01T00:00:00Z,868,1702,10933,6028,0.5253456221198156,0.4435957696827262,0.5431263148266715,0.5646980756469807,40.63496667,-74.023377
JZ,75 ST-ELDERTS,2022-01-03T00:00:00Z,567,280,3349,1921,1,2020-01-06T00:00:00Z,0,4,7101,2877,"NA",70,0.47162371496972255,0.667709419534237,40.69129,-73.867288
RNW,CORTLANDT ST,2022-03-21T00:00:00Z,332,1804,4174,10815,12,2019-03-25T00:00:00Z,193,4568,11624,47861,1.7202072538860103,0.3949211908931699,0.3590846524432209,0.22596686237228641,40.71051298,-74.01113196
EMG7,COURT SQ,2022-03-14T00:00:00Z,402,2174,3687,17955,11,2019-03-18T00:00:00Z,1121,6058,8846,46861,0.3586083853702052,0.3588643116540112,0.41679855301831337,0.38315443545805683,"NA","NA"
MR,NORTHERN BLVD,2022-01-17T00:00:00Z,342,525,3863,3153,3,2020-01-20T00:00:00Z,428,833,6937,6540,0.7990654205607477,0.6302521008403361,0.556868963528903,0.48211009174311925,40.75282483,-73.90606508
AS,BEACH 90 ST,2022-03-28T00:00:00Z,56,43,948,135,13,2019-04-01T00:00:00Z,163,179,2054,333,0.34355828220858897,0.24022346368715083,0.46153846153846156,0.40540540540540543,40.58809156,-73.8136514
25,174 ST,2022-04-18T00:00:00Z,677,508,4836,1939,16,2019-04-22T00:00:00Z,1240,1223,9948,4358,0.5459677419354839,0.4153720359771055,0.48612786489746684,0.4449288664525011,40.83719555,-73.8876936
J,CYPRESS HILLS,2022-02-07T00:00:00Z,0,0,1878,725,6,2020-02-10T00:00:00Z,391,261,3396,1450,0,0,0.5530035335689046,0.5,40.689616,-73.873322
2,WAKEFIELD/241,2022-03-28T00:00:00Z,598,560,5375,1816,13,2019-04-01T00:00:00Z,1255,1094,10302,3789,0.47649402390438245,0.5118829981718465,0.5217433508056688,0.4792821324887833,40.903125,-73.85062
C,KINGSTON-THROOP,2022-04-11T00:00:00Z,188,512,2406,2482,15,2019-04-15T00:00:00Z,123,474,5683,6150,1.5284552845528456,1.080168776371308,0.4233679394685905,0.4035772357723577,40.679919,-73.940859
25,E 180 ST,2022-04-04T00:00:00Z,1072,553,9691,2281,14,2019-04-08T00:00:00Z,1887,1348,17180,4871,0.5680975092739798,0.4102373887240356,0.5640861466821886,0.46828166700882773,40.84186304,-73.8733461
F,AVENUE U,2022-04-18T00:00:00Z,200,172,1409,656,16,2019-04-22T00:00:00Z,401,366,2775,1221,0.49875311720698257,0.46994535519125685,0.5077477477477478,0.5372645372645373,40.59592483,-73.97337642
6,PELHAM BAY PARK,2022-02-14T00:00:00Z,579,703,6292,3192,7,2019-02-18T00:00:00Z,1329,1512,12651,5396,0.435665914221219,0.46494708994708994,0.4973519879851395,0.5915492957746479,40.852462,-73.828121
FJMZ,DELANCEY/ESSEX,2022-02-14T00:00:00Z,628,4008,5026,17439,7,2019-02-18T00:00:00Z,1488,10926,8697,30237,0.4220430107526882,0.36683141131246566,0.5779004254340577,0.5767437245758508,40.71868074,-73.98807807
7,FLUSHING-MAIN,2022-04-18T00:00:00Z,3541,8748,30314,29311,16,2019-04-22T00:00:00Z,5916,16847,56283,49856,0.5985463150777552,0.5192615896005224,0.5385995771369685,0.587913189987163,40.7596,-73.83003
A,BEACH 67 ST,2022-01-24T00:00:00Z,97,95,1864,713,4,2020-01-27T00:00:00Z,628,482,4624,1622,0.15445859872611464,0.1970954356846473,0.4031141868512111,0.4395807644882861,40.590927,-73.796924
