linename,station,weekdate_2022,weekend_am_2022,weekend_pm_2022,weekday_am_2022,weekday_pm_2022,week,weekdate_bl,weekend_am_bl,weekend_pm_bl,weekday_am_bl,weekday_pm_bl,d_weekend_am,d_weekend_pm,d_weekday_am,d_weekday_pm,lat,lon
7,103 ST-CORONA,2022-04-04T00:00:00Z,3142,2698,21544,8164,14,2019-04-08T00:00:00Z,4783,4242,38958,14982,0.6569098891908843,0.6360207449316361,0.553005801119154,0.5449205713522894,40.749865,-73.8627
CE,23 ST,2022-02-28T00:00:00Z,996,2942,7716,19177,9,2019-03-04T00:00:00Z,1713,9149,24221,47079,0.5814360770577933,0.3215651983823369,0.31856653317369227,0.4073366044308503,40.745906,-73.998041
NQW,ASTORIA DITMARS,2022-01-31T00:00:00Z,1523,1776,13820,6822,5,2020-02-03T00:00:00Z,3823,4316,46899,14499,0.3983782369866597,0.4114921223354958,0.29467579266082433,0.47051520794537555,40.77503567,-73.912034
6,ZEREGA AV,2022-04-11T00:00:00Z,251,145,2971,734,15,2019-04-15T00:00:00Z,396,313,5640,1646,0.6338383838383839,0.46325878594249204,0.5267730496453901,0.4459295261239368,40.836488,-73.847036
123ACE,34 ST-PENN STA,2022-02-14T00:00:00Z,3820,10573,89163,68639,7,2019-02-18T00:00:00Z,16296,44363,242725,196273,0.234413352970054,0.23832923832923833,0.3673416417756721,0.34971188090058236,40.750373,-73.991057
D,79 ST,2022-01-24T00:00:00Z,985,379,8251,2625,4,2020-01-27T00:00:00Z,2658,1104,16356,4180,0.37057938299473286,0.3432971014492754,0.5044631939349474,0.6279904306220095,40.61315893,-74.00058287
BC,72 ST,2022-04-11T00:00:00Z,50,2358,777,8956,15,2019-04-15T00:00:00Z,94,5472,2188,18211,0.5319148936170213,0.4309210526315789,0.35511882998171845,0.49179067596507603,40.7755194,-73.97633658
RNW,CORTLANDT ST,2022-04-18T00:00:00Z,341,1944,3728,11038,16,2019-04-22T00:00:00Z,313,5435,10936,50039,1.0894568690095847,0.3576816927322907,0.3408924652523775,0.22058794140570356,40.71051298,-74.01113196
A,190 ST,2022-04-11T00:00:00Z,157,379,2421,1664,15,2019-04-15T00:00:00Z,547,1506,5541,3901,0.2870201096892139,0.25166002656042497,0.43692474282620464,0.4265572930017944,40.859022,-73.93418
A,181 ST,2022-02-14T00:00:00Z,406,973,6606,4425,7,2019-02-18T00:00:00Z,887,2770,9271,8696,0.4577226606538895,0.3512635379061372,0.7125444935821379,0.5088546458141674,40.851695,-73.937969
3,HARLEM 148 ST,2022-03-28T00:00:00Z,192,270,2664,1267,13,2019-04-01T00:00:00Z,330,903,5369,3310,0.5818181818181818,0.29900332225913623,0.49618178431737753,0.38277945619335346,40.82388,-73.93647
34,CROWN HTS-UTICA,2022-03-14T00:00:00Z,1640,2277,19216,9376,11,2019-03-18T00:00:00Z,3006,5571,37665,19774,0.5455755156353959,0.4087237479806139,0.5101818664542679,0.4741579852331344,40.66897831,-73.93293256
6,116 ST,2022-04-11T00:00:00Z,971,1726,8866,6956,15,2019-04-15T00:00:00Z,1694,3663,18664,15915,0.5731995277449823,0.4711984711984712,0.4750321474496357,0.43707194470625194,40.798629,-73.941617
BD4,161/YANKEE STAD,2022-01-24T00:00:00Z,1592,1481,15112,12820,4,2020-01-27T00:00:00Z,4969,5470,33534,29345,0.3203863956530489,0.2707495429616088,0.45064710443132344,0.43687169875617654,40.827905,-73.925651
NQW,BROADWAY,2022-03-14T00:00:00Z,530,1721,5311,5542,11,2019-03-18T00:00:00Z,0,0,9505,6344,"NA","NA",0.5587585481325618,0.8735813366960908,40.761432,-73.925823
6,BROOK AV,2022-02-07T00:00:00Z,514,723,4264,3571,6,2020-02-10T00:00:00Z,777,1328,7176,6812,0.6615186615186616,0.5444277108433735,0.5942028985507246,0.524221961244862,40.807566,-73.91924
JM,FLUSHING AV,2022-04-11T00:00:00Z,480,924,3259,4292,15,2019-04-15T00:00:00Z,734,1854,8701,10740,0.6539509536784741,0.49838187702265374,0.3745546488909321,0.3996275605214153,40.7004044,-73.94137735
45,WALL ST,2022-02-07T00:00:00Z,229,1054,2749,8695,6,2020-02-10T00:00:00Z,350,2035,8575,41588,0.6542857142857142,0.5179361179361179,0.32058309037900873,0.2090747330960854,40.707557,-74.011862
G,"NASSAU AV",2022-01-03T00:00:00Z,358,937,4121,5219,1,2020-01-06T00:00:00Z,1461,4452,21420,13099,0.24503764544832307,0.21046720575022462,0.192390289449113,0.3984273608672418,40.72448,-73.951183
NRW,23 ST,2022-04-11T00:00:00Z,160,3753,701,14969,15,2019-04-15T00:00:00Z,351,8375,2525,57170,0.45584045584045585,0.44811940298507463,0.27762376237623765,0.2618331292635998,40.74130267,-73.989344
BQ,BEVERLEY ROAD,2022-01-03T00:00:00Z,374,339,3111,1286,1,2020-01-06T00:00:00Z,922,999,8859,2792,0.40563991323210413,0.33933933933933935,0.35116830342025057,0.46060171919770776,40.6439046,-73.9643578
25,WINTHROP ST,2022-01-31T00:00:00Z,319,561,3696,5547,5,2020-02-03T00:00:00Z,604,1698,6904,10260,0.5281456953642384,0.3303886925795053,0.5353418308227115,0.5406432748538011,40.65665931,-73.95007935
R,25 ST,2022-02-21T00:00:00Z,364,631,2133,2697,8,2019-02-25T00:00:00Z,854,1128,7728,4846,0.4262295081967213,0.5593971631205674,0.2760093167701863,0.5565414775072225,40.66039667,-73.998091
F,21 ST-QNSBRIDGE,2022-03-28T00:00:00Z,507,1282,4173,7581,13,2019-04-01T00:00:00Z,1187,3508,8654,15242,0.42712721145745575,0.3654503990877993,0.48220476080425234,0.497375672483926,40.75373927,-73.94193761
1,157 ST,2022-02-07T00:00:00Z,752,1300,6504,5410,6,2020-02-10T00:00:00Z,5,0,9904,10403,150.4,"NA",0.6567043618739903,0.5200422954916851,40.834041,-73.94489
A,80 ST,2022-03-07T00:00:00Z,413,220,4564,959,10,2019-03-11T00:00:00Z,1154,615,11835,1746,0.3578856152512998,0.35772357723577236,0.38563582594000845,0.5492554410080184,40.679371,-73.858992
F,AVENUE U,2022-02-21T00:00:00Z,0,6,753,728,8,2019-02-25T00:00:00Z,0,0,2914,1983,"NA","NA",0.25840768702814,0.36712052445789206,40.59592483,-73.97337642
MR,WOODHAVEN BLVD,2022-02-28T00:00:00Z,975,2454,14108,9538,9,2019-03-04T00:00:00Z,2599,6141,25255,19703,0.3751442862639477,0.39960918417195895,0.5586220550386062,0.4840887174541948,40.73309737,-73.86943209
AS,BEACH 105 ST,2022-03-07T00:00:00Z,7,8,214,68,10,2019-03-11T00:00:00Z,23,18,566,94,0.30434782608695654,0.4444444444444444,0.37809187279151946,0.723404255319149,40.58326844,-73.82758075
C,155 ST,2022-02-14T00:00:00Z,142,254,1574,1083,7,2019-02-18T00:00:00Z,259,645,2149,1870,0.5482625482625483,0.3937984496124031,0.7324336900884132,0.5791443850267379,40.830518,-73.941514
1,125 ST,2022-03-07T00:00:00Z,401,999,4694,6038,10,2019-03-11T00:00:00Z,447,2644,4389,11718,0.8970917225950783,0.3778366111951589,1.0694919115971748,0.5152756443079024,40.815581,-73.958372
A,BEACH 67 ST,2022-04-04T00:00:00Z,162,185,2357,714,14,2019-04-08T00:00:00Z,391,546,4503,1539,0.4143222506393862,0.33882783882783885,0.523428825227626,0.46393762183235865,40.590927,-73.796924
F,SUTPHIN BLVD,2022-01-31T00:00:00Z,367,387,3122,1678,5,2020-02-03T00:00:00Z,605,784,6238,3941,0.6066115702479339,0.49362244897959184,0.500480923372876,0.425780258817559,40.705418,-73.810833
23,GRAND ARMY PLAZ,2022-03-21T00:00:00Z,81,810,1831,4449,12,2019-03-25T00:00:00Z,156,2498,4061,8509,0.5192307692307693,0.32425940752602084,0.45087416892391036,0.5228581501939124,40.6752947,-73.97095633
C,RALPH AV,2022-01-31T00:00:00Z,210,315,3090,1893,5,2020-02-03T00:00:00Z,648,1333,7144,4661,0.32407407407407407,0.23630907726931732,0.43253079507278835,0.40613602231280843,40.678822,-73.920786
AS,BROAD CHANNEL,2022-02-14T00:00:00Z,15,18,354,114,7,2019-02-18T00:00:00Z,29,41,676,133,0.5172413793103449,0.43902439024390244,0.5236686390532544,0.8571428571428571,40.60840218,-73.81583269
25,PROSPECT AV,2022-04-18T00:00:00Z,775,504,5322,2272,16,2019-04-22T00:00:00Z,1554,1409,8948,5131,0.49871299871299873,0.35770049680624555,0.5947697809566383,0.44279867472227635,40.81948726,-73.90177779
JZ,NORWOOD AV,2022-03-28T00:00:00Z,337,210,3421,936,13,2019-04-01T00:00:00Z,873,578,6300,1959,0.38602520045819017,0.3633217993079585,0.5430158730158731,0.4777947932618683,40.68152,-73.879626
7,34 ST-HUDSON YD,2022-03-28T00:00:00Z,296,3293,1419,15664,13,2019-04-01T00:00:00Z,401,18465,2421,41187,0.7381546134663342,0.1783373950717574,0.5861214374225526,0.38031417680336027,40.75544636,-74.00219709
23,GRAND ARMY PLAZ,2022-02-21T00:00:00Z,427,716,3664,4000,8,2019-02-25T00:00:00Z,686,1453,18860,9658,0.6224489795918368,0.4927735719201652,0.19427359490986215,0.4141644232760406,40.6752947,-73.97095633
ACEL,8 AV,2022-01-31T00:00:00Z,320,4223,1712,13635,5,2020-02-03T00:00:00Z,812,9546,4240,40623,0.39408866995073893,0.4423842447098261,0.4037735849056604,0.3356472934052138,40.73977667,-74.002578
L,1 AV,2022-04-18T00:00:00Z,425,2905,3193,12135,16,2019-04-22T00:00:00Z,286,3051,8387,28664,1.486013986013986,0.9521468371025893,0.3807082389412186,0.42335333519397156,40.73097498,-73.98168087
2345,NEVINS ST,2022-01-17T00:00:00Z,449,1098,3439,7037,3,2020-01-20T00:00:00Z,1175,3041,11487,15604,0.3821276595744681,0.36106543900032884,0.29938190998520064,0.45097410920276854,40.68831058,-73.9804068
EMR,QUEENS PLAZA,2022-03-07T00:00:00Z,729,1300,2275,9510,10,2019-03-11T00:00:00Z,1497,4427,12806,18645,0.48697394789579157,0.2936525864016264,0.1776511010463845,0.5100563153660499,40.74891772,-73.93713824
BD,GRAND ST,2022-01-03T00:00:00Z,1095,4365,6610,18202,1,2020-01-06T00:00:00Z,3427,15268,20687,48185,0.31952144733002624,0.2858920618286612,0.3195243389568328,0.377752412576528,40.718267,-73.993753
45,138/GRAND CONC,2022-03-07T00:00:00Z,172,346,2087,3305,10,2019-03-11T00:00:00Z,407,605,3219,4183,0.4226044226044226,0.571900826446281,0.6483379931655794,0.7901027970356204,40.813224,-73.929849
25,ALLERTON AV,2022-01-10T00:00:00Z,389,421,4005,1752,2,2020-01-13T00:00:00Z,842,968,8748,4162,0.46199524940617576,0.43491735537190085,0.45781893004115226,0.4209514656415185,40.86548338,-73.86723423
BQ,BRIGHTON BEACH,2022-01-17T00:00:00Z,1198,1335,7997,4793,3,2020-01-20T00:00:00Z,2530,2865,17060,12084,0.4735177865612648,0.46596858638743455,0.46875732708089096,0.3966401853690831,40.5777102,-73.96135379
ABCD,145 ST,2022-02-21T00:00:00Z,2770,2670,13629,12139,8,2019-02-25T00:00:00Z,6190,7077,42748,31605,0.44749596122778673,0.37727850784230604,0.31882193318985685,0.38408479670938145,40.82476636,-73.94408793
BQ,CHURCH AV,2022-04-11T00:00:00Z,1047,1484,10525,6343,15,2019-04-15T00:00:00Z,2170,4264,22017,13715,0.4824884792626728,0.34803001876172607,0.4780396965980833,0.4624863288370397,40.65049325,-73.96288246
EF,BRIARWOOD,2022-02-14T00:00:00Z,661,372,5378,2391,7,2019-02-18T00:00:00Z,1275,1207,10041,3110,0.5184313725490196,0.30820215410107704,0.5356040235036351,0.7688102893890675,40.70916182,-73.82069264
N,18 AV,2022-01-31T00:00:00Z,445,595,3714,2312,5,2020-02-03T00:00:00Z,678,956,6501,3514,0.6563421828908554,0.6223849372384938,0.5712967235809875,0.6579396698918611,40.620687,-73.990454
ACJZ2345,FULTON ST,2022-04-18T00:00:00Z,480,2231,3330,19373,16,2019-04-22T00:00:00Z,1264,7607,9752,71275,0.379746835443038,0.293282502957802,0.3414684167350287,0.27180638372500876,40.71016217,-74.00762309
23,CENTRAL PK N110,2022-01-24T00:00:00Z,592,859,5735,5001,4,2020-01-27T00:00:00Z,2149,4060,15691,11520,0.275476966030712,0.21157635467980296,0.3654961442865337,0.43411458333333336,40.799075,-73.951822
A,HOWARD BCH JFK,2022-04-18T00:00:00Z,89,154,2217,3338,16,2019-04-22T00:00:00Z,401,908,4119,4572,0.22194513715710723,0.1696035242290749,0.5382374362709396,0.7300962379702537,40.660476,-73.830301
25,GUN HILL RD,2022-03-14T00:00:00Z,735,608,6606,2659,11,2019-03-18T00:00:00Z,1503,1484,12481,5850,0.48902195608782434,0.40970350404312667,0.5292845124589376,0.45452991452991454,40.87783939,-73.86613411
7,61 ST WOODSIDE,2022-02-21T00:00:00Z,1304,3765,9481,7177,8,2019-02-25T00:00:00Z,1864,3930,23213,13687,0.6995708154506438,0.9580152671755725,0.4084349287037436,0.5243661868926719,40.74563,-73.902984
R,45 ST,2022-03-07T00:00:00Z,855,961,9330,4419,10,2019-03-11T00:00:00Z,1009,2021,10572,8178,0.8473736372646185,0.47550717466600695,0.8825198637911464,0.5403521643433602,40.64893867,-74.010006
N,AVENUE U,2022-03-14T00:00:00Z,776,396,5325,1461,11,2019-03-18T00:00:00Z,1059,580,7509,1890,0.732766761095373,0.6827586206896552,0.7091490211745904,0.773015873015873,40.597236,-73.979084
CE,50 ST,2022-02-28T00:00:00Z,1732,2904,6867,14629,9,2019-03-04T00:00:00Z,2511,9456,20328,40482,0.6897650338510554,0.30710659898477155,0.3378099173553719,0.3613704856479423,40.762456,-73.985984
N,FT HAMILTON PKY,2022-03-14T00:00:00Z,739,547,9330,2160,11,2019-03-18T00:00:00Z,798,310,8805,1125,0.9260651629072681,1.764516129032258,1.059625212947189,1.92,40.63138567,-74.005351
JZ,CHAUNCEY ST,2022-02-21T00:00:00Z,189,388,1135,1050,8,2019-02-25T00:00:00Z,504,1136,3764,2944,0.375,0.3415492957746479,0.30154091392136023,0.35665760869565216,40.6828513,-73.91038357
25,SIMPSON ST,2022-03-07T00:00:00Z,668,673,5637,4645,10,2019-03-11T00:00:00Z,1047,1277,9293,6305,0.6380133715377269,0.5270164447924823,0.6065856020660713,0.7367168913560667,40.82397684,-73.8930664
MR,63 DR-REGO PARK,2022-01-31T00:00:00Z,1333,1588,12862,7773,5,2020-02-03T00:00:00Z,3416,4274,35051,16186,0.3902224824355972,0.371548900327562,0.36695101423639837,0.4802298282466329,40.72976397,-73.8616182
A,BEACH 25 ST,2022-03-21T00:00:00Z,104,83,2079,598,12,2019-03-25T00:00:00Z,305,258,3952,1013,0.34098360655737703,0.32170542635658916,0.5260627530364372,0.5903257650542941,40.600066,-73.761353
BD,174-175 STS,2022-04-11T00:00:00Z,373,393,3005,2437,15,2019-04-15T00:00:00Z,710,949,6391,5182,0.5253521126760563,0.41412012644889357,0.47019245814426536,0.470281744500193,40.8459,-73.910136
ACE23,PARK PLACE,2022-02-07T00:00:00Z,1178,4234,10274,41059,6,2020-02-10T00:00:00Z,2226,10800,31828,126757,0.5292003593890386,0.392037037037037,0.32279753676008544,0.3239189946117374,"NA","NA"
D,25 AV,2022-01-31T00:00:00Z,399,348,3539,1294,5,2020-02-03T00:00:00Z,809,1025,8482,3329,0.4932014833127318,0.33951219512195124,0.4172365008252771,0.38870531691198557,40.59770367,-73.986829
J,HALSEY ST,2022-03-21T00:00:00Z,516,543,5140,1641,12,2019-03-25T00:00:00Z,917,1233,12473,4300,0.5627044711014176,0.44038929440389296,0.4120901146476389,0.3816279069767442,40.68641527,-73.91663888
3,ROCKAWAY AV,2022-01-31T00:00:00Z,509,431,4574,2120,5,2020-02-03T00:00:00Z,1236,1010,10368,4663,0.41181229773462785,0.4267326732673267,0.4411651234567901,0.4546429337336479,40.66261749,-73.90895834
6,WHITLOCK AV,2022-03-21T00:00:00Z,109,107,1735,843,12,2019-03-25T00:00:00Z,326,325,3143,1624,0.3343558282208589,0.3292307692307692,0.5520203627107859,0.5190886699507389,40.826525,-73.886283
AC,EUCLID AV,2022-04-11T00:00:00Z,741,764,8016,3233,15,2019-04-15T00:00:00Z,1464,1993,15201,7819,0.5061475409836066,0.3833416959357752,0.5273337280442076,0.4134799846527689,40.675377,-73.872106
R,UNION ST,2022-04-04T00:00:00Z,102,1132,2010,4740,14,2019-04-08T00:00:00Z,227,2231,4917,9503,0.44933920704845814,0.5073957866427611,0.40878584502745574,0.49878985583499946,40.67731567,-73.98311
BC,116 ST,2022-02-07T00:00:00Z,138,882,2834,4673,6,2020-02-10T00:00:00Z,276,2102,5460,9645,0.5,0.4196003805899144,0.5190476190476191,0.4844997407983411,40.80505813,-73.95479778
NRW,28 ST,2022-04-11T00:00:00Z,133,1503,378,7109,15,2019-04-15T00:00:00Z,286,3830,1521,29283,0.46503496503496505,0.39242819843342036,0.2485207100591716,0.24276884199023324,40.745454,-73.988698
23,135 ST,2022-01-24T00:00:00Z,948,1135,9407,8911,4,2020-01-27T00:00:00Z,3201,4101,25382,18626,0.29615745079662603,0.2767617654230675,0.370616972657789,0.4784172661870504,40.814229,-73.94077
45,BOWLING GREEN,2022-04-04T00:00:00Z,378,2640,5318,23734,14,2019-04-08T00:00:00Z,670,6691,13082,74956,0.564179104477612,0.3945598565236885,0.4065127656321663,0.3166390949356956,40.704914,-74.014008
BDE,7 AV,2022-03-21T00:00:00Z,516,1721,1868,10649,12,2019-03-25T00:00:00Z,814,4127,4929,42904,0.6339066339066339,0.4170099345771747,0.3789815378372895,0.24820529554353907,40.76297015,-73.98169782
2345ACJZ,FULTON ST,2022-02-28T00:00:00Z,1022,4731,15691,44106,9,2019-03-04T00:00:00Z,1947,12986,33033,144838,0.5249101181304571,0.364315416602495,0.4750098386462023,0.30451953216697275,40.709416,-74.006571
6,3 AV 138 ST,2022-01-03T00:00:00Z,360,496,2824,2357,1,2020-01-06T00:00:00Z,1138,1851,9988,9531,0.3163444639718805,0.26796326310102647,0.28273928714457347,0.24729828979120763,40.810476,-73.926138
25,PELHAM PKWY,2022-01-10T00:00:00Z,518,717,4996,3824,2,2020-01-13T00:00:00Z,1159,1675,11322,8573,0.4469370146678171,0.4280597014925373,0.4412647942059707,0.4460515572145107,40.85719241,-73.86748068
M,FRESH POND RD,2022-02-14T00:00:00Z,336,341,5838,1656,7,2019-02-18T00:00:00Z,804,870,8561,2853,0.417910447761194,0.39195402298850573,0.6819296811120196,0.580441640378549,40.706226,-73.895898
J,CYPRESS HILLS,2022-02-14T00:00:00Z,0,0,1735,704,7,2019-02-18T00:00:00Z,286,234,1996,887,0,0,0.8692384769539078,0.7936865839909808,40.689616,-73.873322
C,163 ST-AMSTERDM,2022-01-10T00:00:00Z,237,367,2283,1528,2,2020-01-13T00:00:00Z,687,1334,5508,3856,0.34497816593886466,0.27511244377811095,0.4144880174291939,0.3962655601659751,40.836013,-73.939892
1,50 ST,2022-01-17T00:00:00Z,566,2351,3458,11324,3,2020-01-20T00:00:00Z,3030,7948,11220,51663,0.1867986798679868,0.2957976849521892,0.30819964349376117,0.2191897489499255,40.761728,-73.983849
BQ,AVENUE M,2022-04-04T00:00:00Z,309,630,3229,3960,14,2019-04-08T00:00:00Z,413,1175,5977,7721,0.7481840193704601,0.5361702127659574,0.5402375773799565,0.5128869317445927,40.61739774,-73.95924311
34,CROWN HTS-UTICA,2022-03-07T00:00:00Z,2047,1910,27988,10365,10,2019-03-11T00:00:00Z,3041,5578,37255,20245,0.6731338375534364,0.342416636787379,0.751254865118776,0.5119782662385775,40.66897831,-73.93293256
G,GREENPOINT AV,2022-02-14T00:00:00Z,525,1544,5717,7758,7,2019-02-18T00:00:00Z,1470,3059,15527,13676,0.35714285714285715,0.5047401111474338,0.368197333676821,0.5672711319099152,40.731267,-73.954425
J,ALABAMA AV,2022-01-31T00:00:00Z,102,219,963,1784,5,2020-02-03T00:00:00Z,257,560,1979,2981,0.3968871595330739,0.39107142857142857,0.4866093986862052,0.5984568936598457,40.676998,-73.898526
R,53 ST,2022-03-21T00:00:00Z,763,1091,7536,4811,12,2019-03-25T00:00:00Z,1341,2264,12007,9664,0.5689783743475019,0.4818904593639576,0.6276338802365287,0.4978269867549669,40.64506867,-74.014034
CE,SPRING ST,2022-01-10T00:00:00Z,271,1607,1545,8658,2,2020-01-13T00:00:00Z,706,6344,8251,39471,0.3838526912181303,0.25331021437578816,0.18725003029935766,0.21935091586227864,40.726227,-74.003739
MR,65 ST,2022-04-11T00:00:00Z,253,137,3784,1093,15,2019-04-15T00:00:00Z,520,450,7232,2512,0.48653846153846153,0.30444444444444446,0.5232300884955752,0.43511146496815284,40.74971953,-73.89878838
BQ,BRIGHTON BEACH,2022-03-21T00:00:00Z,689,1483,6930,5691,12,2019-03-25T00:00:00Z,1262,3028,13257,13273,0.5459587955625991,0.48976221928665786,0.5227427019687713,0.42876516235967754,40.5777102,-73.96135379
5,MORRIS PARK,2022-01-10T00:00:00Z,108,57,2186,489,2,2020-01-13T00:00:00Z,179,182,5625,1196,0.6033519553072626,0.3131868131868132,0.3886222222222222,0.4088628762541806,40.854364,-73.860495
6,HUNTS POINT AV,2022-04-18T00:00:00Z,957,757,8004,3408,16,2019-04-22T00:00:00Z,1601,1374,13288,6187,0.5977514053716427,0.5509461426491994,0.6023479831426851,0.5508323904962017,40.820948,-73.890549
1,157 ST,2022-01-03T00:00:00Z,705,1117,5269,4155,1,2020-01-06T00:00:00Z,1232,3244,10113,10718,0.5722402597402597,0.34432799013563503,0.521012558093543,0.3876656092554581,40.834041,-73.94489
M,CENTRAL AV,2022-04-11T00:00:00Z,158,223,3479,935,15,2019-04-15T00:00:00Z,123,216,8506,2446,1.2845528455284554,1.0324074074074074,0.4090054079473313,0.3822567457072772,40.697873,-73.927243
7,103 ST-CORONA,2022-03-28T00:00:00Z,2093,1745,21493,8193,13,2019-04-01T00:00:00Z,4849,4407,38892,14593,0.4316353887399464,0.39596097118221013,0.552632932222565,0.5614335640375523,40.749865,-73.8627
N,BAY PKWY,2022-04-04T00:00:00Z,1129,493,9281,2073,14,2019-04-08T00:00:00Z,2590,1256,16290,3392,0.4359073359073359,0.392515923566879,0.5697360343769183,0.61114386792452835,40.61145579,-73.98178001
L,HALSEY ST,2022-01-17T00:00:00Z,752,722,5676,2752,3,2020-01-20T00:00:00Z,1394,1445,14940,6577,0.539454806312769,0.4996539792387543,0.37991967871485943,0.4184278546449749,40.695518,-73.903934
BC,96 ST,2022-04-18T00:00:00Z,122,1507,1193,7582,16,2019-04-22T00:00:00Z,232,2668,3310,16349,0.5258620689655172,0.5648425787106447,0.3604229607250755,0.4637592513303566,40.7916188,-73.96460246
BQ,AVENUE J,2022-04-11T00:00:00Z,316,579,3081,3453,15,2019-04-15T00:00:00Z,469,1001,6012,6581,0.673773987206823,0.5784215784215784,0.5124750499001997,0.5246922960036469,40.62502282,-73.96069316
F,PARSONS BLVD,2022-01-24T00:00:00Z,651,477,5941,4109,4,2020-01-27T00:00:00Z,1714,1395,11845,7999,0.3798133022170362,0.3419354838709677,0.5015618404390038,0.5136892111513939,40.707572,-73.803289
25,JACKSON AV,2022-01-24T00:00:00Z,285,297,2746,2327,4,2020-01-27T00:00:00Z,643,968,6558,5404,0.4432348367029549,0.3068181818181818,0.4187252211039951,0.43060695780903036,40.81643747,-73.90770194
BQ,KINGS HWY,2022-02-21T00:00:00Z,2313,2372,15886,10866,8,2019-02-25T00:00:00Z,4406,4202,44558,21276,0.5249659555152065,0.5644930985245121,0.3565240809731137,0.5107163000564016,40.60863865,-73.95760874
456JZ,BROOKLYN BRIDGE,2022-01-31T00:00:00Z,694,2690,7073,28024,5,2020-02-03T00:00:00Z,1894,7898,22525,72073,0.36642027455121434,0.34059255507723474,0.31400665926748056,0.38882799383957933,40.71323379,-74.00340673
JM,LORIMER ST,2022-03-21T00:00:00Z,279,532,2915,2375,12,2019-03-25T00:00:00Z,446,689,7924,5559,0.625560538116592,0.772133526850508,0.36786976274608785,0.4272351142291779,40.703844,-73.947355
6,ZEREGA AV,2022-02-07T00:00:00Z,225,169,2670,1115,6,2020-02-10T00:00:00Z,321,404,4545,2437,0.7009345794392523,0.4183168316831683,0.5874587458745875,0.4575297496922446,40.836488,-73.847036
BQS,PROSPECT PARK,2022-03-28T00:00:00Z,483,1737,5157,4350,13,2019-04-01T00:00:00Z,784,5311,10405,9556,0.6160714285714286,0.327057051402749,0.4956271023546372,0.4552113855169527,40.66163346,-73.9620313
