linename,station,weekdate,week,weekend,weekday_am,weekday_pm
BDE,7 AV,2022-03-14T00:00:00Z,11,8359,1804,10624
BDE,7 AV,2022-03-21T00:00:00Z,12,8170,1868,10649
BDE,7 AV,2022-03-28T00:00:00Z,13,7715,1993,11240
BDE,7 AV,2022-04-04T00:00:00Z,14,7852,2036,11581
BDE,7 AV,2022-04-11T00:00:00Z,15,8078,1922,10673
BDE,7 AV,2022-04-18T00:00:00Z,16,7798,1737,10740
BDFM,47-50 STS ROCK,2022-01-03T00:00:00Z,1,10925,3645,39865
BDFM,47-50 STS ROCK,2022-01-10T00:00:00Z,2,10430,3602,42451
BDFM,47-50 STS ROCK,2022-01-17T00:00:00Z,3,9997,3453,41765
BDFM,47-50 STS ROCK,2022-01-24T00:00:00Z,4,8157,4136,47330
BDFM,47-50 STS ROCK,2022-01-31T00:00:00Z,5,13328,3941,48529
BDFM,47-50 STS ROCK,2022-02-07T00:00:00Z,6,16051,4072,52226
BDFM,47-50 STS ROCK,2022-02-14T00:00:00Z,7,15740,4514,54089
BDFM,47-50 STS ROCK,2022-02-21T00:00:00Z,8,17355,4489,50657
BDFM,47-50 STS ROCK,2022-02-28T00:00:00Z,9,12421,4828,57656
BDFM,47-50 STS ROCK,2022-03-07T00:00:00Z,10,11577,5049,58962
BDFM,47-50 STS ROCK,2022-03-14T00:00:00Z,11,15475,1357,56194
BDFM,47-50 STS ROCK,2022-03-21T00:00:00Z,12,14316,1355,56699
BDFM,47-50 STS ROCK,2022-03-28T00:00:00Z,13,15434,1381,57491
BDFM,47-50 STS ROCK,2022-04-04T00:00:00Z,14,17158,1385,59514
BDFM,47-50 STS ROCK,2022-04-11T00:00:00Z,15,19592,1335,51718
BDFM,47-50 STS ROCK,2022-04-18T00:00:00Z,16,16423,1316,54094
BDFM7,42 ST-BRYANT PK,2022-01-03T00:00:00Z,1,11509,4907,31162
BDFM7,42 ST-BRYANT PK,2022-01-10T00:00:00Z,2,11321,4623,33318
BDFM7,42 ST-BRYANT PK,2022-01-17T00:00:00Z,3,12193,4584,32874
BDFM7,42 ST-BRYANT PK,2022-01-24T00:00:00Z,4,7958,4542,32868
BDFM7,42 ST-BRYANT PK,2022-01-31T00:00:00Z,5,14377,5472,39125
BDFM7,42 ST-BRYANT PK,2022-02-07T00:00:00Z,6,16678,5996,42240
BDFM7,42 ST-BRYANT PK,2022-02-14T00:00:00Z,7,18848,6003,43237
BDFM7,42 ST-BRYANT PK,2022-02-21T00:00:00Z,8,17637,5951,40551
BDFM7,42 ST-BRYANT PK,2022-02-28T00:00:00Z,9,13164,6503,45715
BDFM7,42 ST-BRYANT PK,2022-03-07T00:00:00Z,10,10210,6508,45800
BDFM7,42 ST-BRYANT PK,2022-03-14T00:00:00Z,11,18886,2478,47116
BDFM7,42 ST-BRYANT PK,2022-03-21T00:00:00Z,12,13427,2373,45446
BDFM7,42 ST-BRYANT PK,2022-03-28T00:00:00Z,13,16647,2445,45685
BDFM7,42 ST-BRYANT PK,2022-04-04T00:00:00Z,14,17969,2466,46790
BDFM7,42 ST-BRYANT PK,2022-04-11T00:00:00Z,15,19488,2766,44584
BDFM7,42 ST-BRYANT PK,2022-04-18T00:00:00Z,16,18868,2270,46628
BDFMNQRW,34 ST-HERALD SQ,2022-01-03T00:00:00Z,1,36719,24239,64129
BDFMNQRW,34 ST-HERALD SQ,2022-01-10T00:00:00Z,2,36201,25792,67454
BDFMNQRW,34 ST-HERALD SQ,2022-01-17T00:00:00Z,3,38222,24855,66228
BDFMNQRW,34 ST-HERALD SQ,2022-01-24T00:00:00Z,4,28200,29192,70780
BDFMNQRW,34 ST-HERALD SQ,2022-01-31T00:00:00Z,5,44442,31445,71574
BDFMNQRW,34 ST-HERALD SQ,2022-02-07T00:00:00Z,6,49738,34062,78986
BDFMNQRW,34 ST-HERALD SQ,2022-02-14T00:00:00Z,7,56728,34420,78496
BDFMNQRW,34 ST-HERALD SQ,2022-02-21T00:00:00Z,8,50759,31639,77872
BDFMNQRW,34 ST-HERALD SQ,2022-02-28T00:00:00Z,9,47969,36956,80250
BDFMNQRW,34 ST-HERALD SQ,2022-03-07T00:00:00Z,10,41972,36762,81832
BDFMNQRW,34 ST-HERALD SQ,2022-03-14T00:00:00Z,11,54900,14313,83655
BDFMNQRW,34 ST-HERALD SQ,2022-03-21T00:00:00Z,12,53623,14705,80870
BDFMNQRW,34 ST-HERALD SQ,2022-03-28T00:00:00Z,13,54744,16614,81586
BDFMNQRW,34 ST-HERALD SQ,2022-04-04T00:00:00Z,14,59726,15289,82843
BDFMNQRW,34 ST-HERALD SQ,2022-04-11T00:00:00Z,15,51469,14868,79352
BDFMNQRW,34 ST-HERALD SQ,2022-04-18T00:00:00Z,16,55636,13165,81655
BDFQ6,B'WAY-LAFAYETTE,2022-01-03T00:00:00Z,1,12790,3454,19207
BDFQ6,B'WAY-LAFAYETTE,2022-01-10T00:00:00Z,2,12697,3922,20389
BDFQ6,B'WAY-LAFAYETTE,2022-01-17T00:00:00Z,3,14479,3775,20138
BDFQ6,B'WAY-LAFAYETTE,2022-01-24T00:00:00Z,4,10826,4399,22956
BDFQ6,B'WAY-LAFAYETTE,2022-01-31T00:00:00Z,5,17137,4443,23218
BDFQ6,B'WAY-LAFAYETTE,2022-02-07T00:00:00Z,6,18393,5089,25678
BDFQ6,B'WAY-LAFAYETTE,2022-02-14T00:00:00Z,7,16629,4994,25573
BDFQ6,B'WAY-LAFAYETTE,2022-02-21T00:00:00Z,8,18059,3801,23544
BDFQ6,B'WAY-LAFAYETTE,2022-02-28T00:00:00Z,9,17732,5149,25651
BDFQ6,B'WAY-LAFAYETTE,2022-03-07T00:00:00Z,10,15131,5153,26276
BDFQ6,B'WAY-LAFAYETTE,2022-03-14T00:00:00Z,11,18418,2938,24657
BDFQ6,B'WAY-LAFAYETTE,2022-03-21T00:00:00Z,12,19958,2895,23854
BDFQ6,B'WAY-LAFAYETTE,2022-03-28T00:00:00Z,13,18526,3110,24019
BDFQ6,B'WAY-LAFAYETTE,2022-04-04T00:00:00Z,14,18284,3309,23980
BDFQ6,B'WAY-LAFAYETTE,2022-04-11T00:00:00Z,15,18523,2878,24997
BDFQ6,B'WAY-LAFAYETTE,2022-04-18T00:00:00Z,16,18777,2523,24814
BDNQR,DEKALB AV,2022-01-03T00:00:00Z,1,6263,6701,14276
BDNQR,DEKALB AV,2022-01-10T00:00:00Z,2,6350,7425,15062
BDNQR,DEKALB AV,2022-01-17T00:00:00Z,3,7135,7262,15375
BDNQR,DEKALB AV,2022-01-24T00:00:00Z,4,4980,8443,15660
BDNQR,DEKALB AV,2022-01-31T00:00:00Z,5,8445,8631,16481
BDNQR,DEKALB AV,2022-02-07T00:00:00Z,6,8161,9693,19157
BDNQR,DEKALB AV,2022-02-14T00:00:00Z,7,8313,9698,19133
BDNQR,DEKALB AV,2022-02-21T00:00:00Z,8,8900,7558,12337
BDNQR,DEKALB AV,2022-02-28T00:00:00Z,9,7647,10204,18601
BDNQR,DEKALB AV,2022-03-07T00:00:00Z,10,8001,10232,18227
BDNQR,DEKALB AV,2022-03-14T00:00:00Z,11,10256,4187,14223
BDNQR,DEKALB AV,2022-03-21T00:00:00Z,12,9589,4115,14256
BDNQR,DEKALB AV,2022-03-28T00:00:00Z,13,7924,5374,13781
BDNQR,DEKALB AV,2022-04-04T00:00:00Z,14,10010,4242,13347
BDNQR,DEKALB AV,2022-04-11T00:00:00Z,15,8729,3573,11310
BDNQR,DEKALB AV,2022-04-18T00:00:00Z,16,8759,3239,11919
BQ,7 AV,2022-01-03T00:00:00Z,1,2928,1826,3747
BQ,7 AV,2022-01-10T00:00:00Z,2,2994,1931,4277
BQ,7 AV,2022-01-17T00:00:00Z,3,3581,1848,4316
BQ,7 AV,2022-01-24T00:00:00Z,4,2585,2383,5039
BQ,7 AV,2022-01-31T00:00:00Z,5,3883,2153,5153
BQ,7 AV,2022-02-07T00:00:00Z,6,4494,2705,5589
BQ,7 AV,2022-02-14T00:00:00Z,7,4515,2742,5244
BQ,7 AV,2022-02-21T00:00:00Z,8,3907,1320,4532
BQ,7 AV,2022-02-28T00:00:00Z,9,4222,2871,5583
BQ,7 AV,2022-03-07T00:00:00Z,10,3779,2736,5539
BQ,7 AV,2022-03-14T00:00:00Z,11,4838,4820,4810
BQ,7 AV,2022-03-21T00:00:00Z,12,4026,5008,4418
BQ,7 AV,2022-03-28T00:00:00Z,13,5249,5288,4659
BQ,7 AV,2022-04-04T00:00:00Z,14,4647,5194,4763
BQ,7 AV,2022-04-11T00:00:00Z,15,3692,4439,4142
BQ,7 AV,2022-04-18T00:00:00Z,16,4571,3303,4121
BQ,AVENUE H,2022-01-03T00:00:00Z,1,1077,2272,1399
BQ,AVENUE H,2022-01-10T00:00:00Z,2,989,2501,1484
BQ,AVENUE H,2022-01-17T00:00:00Z,3,1143,2335,1428
BQ,AVENUE H,2022-01-24T00:00:00Z,4,868,2677,1523
BQ,AVENUE H,2022-01-31T00:00:00Z,5,1283,2643,2135
BQ,AVENUE H,2022-02-07T00:00:00Z,6,1246,2981,2145
BQ,AVENUE H,2022-02-14T00:00:00Z,7,1436,2991,2293
BQ,AVENUE H,2022-02-21T00:00:00Z,8,1292,2136,1614
BQ,AVENUE H,2022-02-28T00:00:00Z,9,1377,3077,2404
BQ,AVENUE H,2022-03-07T00:00:00Z,10,1131,3082,2329
BQ,AVENUE H,2022-03-14T00:00:00Z,11,1441,1804,1646
BQ,AVENUE H,2022-03-21T00:00:00Z,12,1342,1759,1632
BQ,AVENUE H,2022-03-28T00:00:00Z,13,757,1868,1612
BQ,AVENUE H,2022-04-04T00:00:00Z,14,1359,1817,1589
BQ,AVENUE H,2022-04-11T00:00:00Z,15,1257,1660,1384
BQ,AVENUE H,2022-04-18T00:00:00Z,16,1114,1197,943
BQ,AVENUE J,2022-01-03T00:00:00Z,1,2561,4158,3365
BQ,AVENUE J,2022-01-10T00:00:00Z,2,2733,4911,3605
BQ,AVENUE J,2022-01-17T00:00:00Z,3,2805,4560,3579
BQ,AVENUE J,2022-01-24T00:00:00Z,4,1975,5046,3697
BQ,AVENUE J,2022-01-31T00:00:00Z,5,2805,5025,4121
BQ,AVENUE J,2022-02-07T00:00:00Z,6,2984,5667,4372
BQ,AVENUE J,2022-02-14T00:00:00Z,7,3239,5585,4322
BQ,AVENUE J,2022-02-21T00:00:00Z,8,3057,4474,3546
BQ,AVENUE J,2022-02-28T00:00:00Z,9,3193,5635,4352
BQ,AVENUE J,2022-03-07T00:00:00Z,10,2827,5783,4318
BQ,AVENUE J,2022-03-14T00:00:00Z,11,3327,3228,3494
BQ,AVENUE J,2022-03-21T00:00:00Z,12,3317,3268,3712
BQ,AVENUE J,2022-03-28T00:00:00Z,13,2680,3350,3660
BQ,AVENUE J,2022-04-04T00:00:00Z,14,3257,3372,3773
BQ,AVENUE J,2022-04-11T00:00:00Z,15,2708,3081,3453
BQ,AVENUE J,2022-04-18T00:00:00Z,16,2638,2209,2282
BQ,AVENUE M,2022-01-03T00:00:00Z,1,2161,4218,4120
BQ,AVENUE M,2022-01-10T00:00:00Z,2,2315,4690,4335
BQ,AVENUE M,2022-01-17T00:00:00Z,3,2337,4455,4177
BQ,AVENUE M,2022-01-24T00:00:00Z,4,1731,4927,4348
BQ,AVENUE M,2022-01-31T00:00:00Z,5,2608,5067,4023
BQ,AVENUE M,2022-02-07T00:00:00Z,6,2632,5517,4810
BQ,AVENUE M,2022-02-14T00:00:00Z,7,2658,5397,4668
BQ,AVENUE M,2022-02-21T00:00:00Z,8,2731,4344,3904
BQ,AVENUE M,2022-02-28T00:00:00Z,9,2779,5545,4818
BQ,AVENUE M,2022-03-07T00:00:00Z,10,2524,5570,4611
BQ,AVENUE M,2022-03-14T00:00:00Z,11,3016,2937,3738
BQ,AVENUE M,2022-03-21T00:00:00Z,12,3054,3179,4023
BQ,AVENUE M,2022-03-28T00:00:00Z,13,2376,3113,4076
BQ,AVENUE M,2022-04-04T00:00:00Z,14,2848,3229,3960
BQ,AVENUE M,2022-04-11T00:00:00Z,15,2181,2809,3525
BQ,AVENUE M,2022-04-18T00:00:00Z,16,2189,2058,2441
BQ,AVENUE U,2022-01-03T00:00:00Z,1,3692,4552,2854
BQ,AVENUE U,2022-01-10T00:00:00Z,2,3681,4534,2921
BQ,AVENUE U,2022-01-17T00:00:00Z,3,3155,4422,3010
BQ,AVENUE U,2022-01-24T00:00:00Z,4,2832,4829,2985
BQ,AVENUE U,2022-01-31T00:00:00Z,5,4002,4389,3136
BQ,AVENUE U,2022-02-07T00:00:00Z,6,3900,5493,3295
BQ,AVENUE U,2022-02-14T00:00:00Z,7,4169,5810,3315
BQ,AVENUE U,2022-02-21T00:00:00Z,8,4208,3895,3194
BQ,AVENUE U,2022-02-28T00:00:00Z,9,4314,5567,3310
BQ,AVENUE U,2022-03-07T00:00:00Z,10,4050,5312,3128
BQ,AVENUE U,2022-03-14T00:00:00Z,11,4351,7678,2673
BQ,AVENUE U,2022-03-21T00:00:00Z,12,3594,7837,2643
BQ,AVENUE U,2022-03-28T00:00:00Z,13,3294,7839,2741
BQ,AVENUE U,2022-04-04T00:00:00Z,14,3312,7948,2758
BQ,AVENUE U,2022-04-11T00:00:00Z,15,3944,7239,2727
BQ,AVENUE U,2022-04-18T00:00:00Z,16,4208,5508,2419
BQ,BEVERLEY ROAD,2022-01-03T00:00:00Z,1,1585,3111,1286
BQ,BEVERLEY ROAD,2022-01-10T00:00:00Z,2,1575,3494,1414
BQ,BEVERLEY ROAD,2022-01-17T00:00:00Z,3,1779,3343,1437
BQ,BEVERLEY ROAD,2022-01-24T00:00:00Z,4,1294,3743,1447
BQ,BEVERLEY ROAD,2022-01-31T00:00:00Z,5,2280,3440,1429
BQ,BEVERLEY ROAD,2022-02-07T00:00:00Z,6,2099,4075,1572
BQ,BEVERLEY ROAD,2022-02-14T00:00:00Z,7,1991,4065,1463
BQ,BEVERLEY ROAD,2022-02-21T00:00:00Z,8,1849,2731,1337
BQ,BEVERLEY ROAD,2022-02-28T00:00:00Z,9,2078,4203,1563
BQ,BEVERLEY ROAD,2022-03-07T00:00:00Z,10,1711,4300,1516
BQ,BEVERLEY ROAD,2022-03-14T00:00:00Z,11,2057,2530,1395
BQ,BEVERLEY ROAD,2022-03-21T00:00:00Z,12,2281,2527,1356
BQ,BEVERLEY ROAD,2022-03-28T00:00:00Z,13,1131,2612,1321
BQ,BEVERLEY ROAD,2022-04-04T00:00:00Z,14,2028,2543,1303
BQ,BEVERLEY ROAD,2022-04-11T00:00:00Z,15,2461,2195,1275
BQ,BEVERLEY ROAD,2022-04-18T00:00:00Z,16,1854,1640,1198
BQ,BRIGHTON BEACH,2022-01-03T00:00:00Z,1,4650,7496,4811
BQ,BRIGHTON BEACH,2022-01-10T00:00:00Z,2,4294,7955,5021
BQ,BRIGHTON BEACH,2022-01-17T00:00:00Z,3,4793,7997,4793
BQ,BRIGHTON BEACH,2022-01-24T00:00:00Z,4,3778,9463,5527
BQ,BRIGHTON BEACH,2022-01-31T00:00:00Z,5,5235,8937,5500
BQ,BRIGHTON BEACH,2022-02-07T00:00:00Z,6,5438,10313,6232
BQ,BRIGHTON BEACH,2022-02-14T00:00:00Z,7,5333,10127,6253
BQ,BRIGHTON BEACH,2022-02-21T00:00:00Z,8,5523,7895,5465
BQ,BRIGHTON BEACH,2022-02-28T00:00:00Z,9,5555,10300,6320
BQ,BRIGHTON BEACH,2022-03-07T00:00:00Z,10,4776,10220,6532
BQ,BRIGHTON BEACH,2022-03-14T00:00:00Z,11,6032,6833,6218
BQ,BRIGHTON BEACH,2022-03-21T00:00:00Z,12,5894,6930,5691
BQ,BRIGHTON BEACH,2022-03-28T00:00:00Z,13,5624,7005,5443
BQ,BRIGHTON BEACH,2022-04-04T00:00:00Z,14,5907,6903,5690
BQ,BRIGHTON BEACH,2022-04-11T00:00:00Z,15,5588,6634,5731
BQ,BRIGHTON BEACH,2022-04-18T00:00:00Z,16,5650,5141,5259
BQ,CHURCH AV,2022-01-03T00:00:00Z,1,6354,12472,5510
BQ,CHURCH AV,2022-01-10T00:00:00Z,2,6366,13778,5875
BQ,CHURCH AV,2022-01-17T00:00:00Z,3,6948,13322,5926
BQ,CHURCH AV,2022-01-24T00:00:00Z,4,5061,15876,6371
BQ,CHURCH AV,2022-01-31T00:00:00Z,5,7627,15226,6590
BQ,CHURCH AV,2022-02-07T00:00:00Z,6,8170,17666,7177
BQ,CHURCH AV,2022-02-14T00:00:00Z,7,8899,17224,6121
BQ,CHURCH AV,2022-02-21T00:00:00Z,8,7757,12578,6339
BQ,CHURCH AV,2022-02-28T00:00:00Z,9,8156,17666,7137
BQ,CHURCH AV,2022-03-07T00:00:00Z,10,7180,17959,7112
BQ,CHURCH AV,2022-03-14T00:00:00Z,11,8689,10288,6856
BQ,CHURCH AV,2022-03-21T00:00:00Z,12,8356,11419,6491
BQ,CHURCH AV,2022-03-28T00:00:00Z,13,9568,11684,6428
BQ,CHURCH AV,2022-04-04T00:00:00Z,14,8527,11696,6504
BQ,CHURCH AV,2022-04-11T00:00:00Z,15,7554,10525,6343
BQ,CHURCH AV,2022-04-18T00:00:00Z,16,9022,8339,5856
BQ,CORTELYOU RD,2022-01-03T00:00:00Z,1,2898,5453,2151
BQ,CORTELYOU RD,2022-01-10T00:00:00Z,2,2771,5959,2321
BQ,CORTELYOU RD,2022-01-17T00:00:00Z,3,3106,5612,2308
BQ,CORTELYOU RD,2022-01-24T00:00:00Z,4,2337,6567,2524
BQ,CORTELYOU RD,2022-01-31T00:00:00Z,5,3262,6215,2481
BQ,CORTELYOU RD,2022-02-07T00:00:00Z,6,3464,6901,2614
BQ,CORTELYOU RD,2022-02-14T00:00:00Z,7,3412,7180,2539
BQ,CORTELYOU RD,2022-02-21T00:00:00Z,8,3366,4811,2391
BQ,CORTELYOU RD,2022-02-28T00:00:00Z,9,3614,7174,2639
BQ,CORTELYOU RD,2022-03-07T00:00:00Z,10,3030,7374,2657
BQ,CORTELYOU RD,2022-03-14T00:00:00Z,11,3684,4368,2268
BQ,CORTELYOU RD,2022-03-21T00:00:00Z,12,3726,4492,2226
BQ,CORTELYOU RD,2022-03-28T00:00:00Z,13,2443,4646,2240
BQ,CORTELYOU RD,2022-04-04T00:00:00Z,14,3565,4520,2303
BQ,CORTELYOU RD,2022-04-11T00:00:00Z,15,3300,4085,2182
BQ,CORTELYOU RD,2022-04-18T00:00:00Z,16,3317,2866,1968
BQ,KINGS HWY,2022-01-03T00:00:00Z,1,6972,14780,10354
BQ,KINGS HWY,2022-01-10T00:00:00Z,2,7049,16045,11019
BQ,KINGS HWY,2022-01-17T00:00:00Z,3,7880,15538,10604
BQ,KINGS HWY,2022-01-24T00:00:00Z,4,5468,17859,11170
BQ,KINGS HWY,2022-01-31T00:00:00Z,5,8086,17691,11238
BQ,KINGS HWY,2022-02-07T00:00:00Z,6,8465,20283,12503
BQ,KINGS HWY,2022-02-14T00:00:00Z,7,8750,20745,12303
BQ,KINGS HWY,2022-02-21T00:00:00Z,8,8670,15886,10866
BQ,KINGS HWY,2022-02-28T00:00:00Z,9,8997,20862,12509
BQ,KINGS HWY,2022-03-07T00:00:00Z,10,7696,20845,12187
BQ,KINGS HWY,2022-03-14T00:00:00Z,11,9518,12622,10799
BQ,KINGS HWY,2022-03-21T00:00:00Z,12,9905,12985,10990
BQ,KINGS HWY,2022-03-28T00:00:00Z,13,9537,12896,10792
BQ,KINGS HWY,2022-04-04T00:00:00Z,14,9733,13034,10704
BQ,KINGS HWY,2022-04-11T00:00:00Z,15,8164,11645,10146
BQ,KINGS HWY,2022-04-18T00:00:00Z,16,8988,9878,8551
BQ,NECK RD,2022-01-03T00:00:00Z,1,1818,4353,1475
BQ,NECK RD,2022-01-10T00:00:00Z,2,1694,4589,1555
BQ,NECK RD,2022-01-17T00:00:00Z,3,1511,4273,1498
BQ,NECK RD,2022-01-24T00:00:00Z,4,1411,4711,1549
BQ,NECK RD,2022-01-31T00:00:00Z,5,1991,4556,1653
BQ,NECK RD,2022-02-07T00:00:00Z,6,2067,5375,1739
BQ,NECK RD,2022-02-14T00:00:00Z,7,2046,5428,1733
BQ,NECK RD,2022-02-21T00:00:00Z,8,2056,4035,1635
BQ,NECK RD,2022-02-28T00:00:00Z,9,2136,5551,1741
BQ,NECK RD,2022-03-07T00:00:00Z,10,1750,5555,1789
BQ,NECK RD,2022-03-14T00:00:00Z,11,2306,3851,1642
BQ,NECK RD,2022-03-21T00:00:00Z,12,1745,3922,1541
BQ,NECK RD,2022-03-28T00:00:00Z,13,1618,4004,1543
BQ,NECK RD,2022-04-04T00:00:00Z,14,1749,4184,1518
BQ,NECK RD,2022-04-11T00:00:00Z,15,2031,3617,1520
BQ,NECK RD,2022-04-18T00:00:00Z,16,2137,3135,1407
BQ,NEWKIRK PLAZA,2022-01-03T00:00:00Z,1,4143,5702,3247
BQ,NEWKIRK PLAZA,2022-01-10T00:00:00Z,2,4191,6311,3413
BQ,NEWKIRK PLAZA,2022-01-17T00:00:00Z,3,4417,5854,3425
BQ,NEWKIRK PLAZA,2022-01-24T00:00:00Z,4,3004,6898,3774
BQ,NEWKIRK PLAZA,2022-01-31T00:00:00Z,5,4821,6326,3668
BQ,NEWKIRK PLAZA,2022-02-07T00:00:00Z,6,5051,7751,4126
BQ,NEWKIRK PLAZA,2022-02-14T00:00:00Z,7,5476,7568,4119
BQ,NEWKIRK PLAZA,2022-02-21T00:00:00Z,8,5023,4592,3713
BQ,NEWKIRK PLAZA,2022-02-28T00:00:00Z,9,5323,7768,4117
BQ,NEWKIRK PLAZA,2022-03-07T00:00:00Z,10,3989,7672,3829
BQ,NEWKIRK PLAZA,2022-03-14T00:00:00Z,11,4706,9471,2870
BQ,NEWKIRK PLAZA,2022-03-21T00:00:00Z,12,4426,9578,2856
BQ,NEWKIRK PLAZA,2022-03-28T00:00:00Z,13,4920,10044,2940
BQ,NEWKIRK PLAZA,2022-04-04T00:00:00Z,14,4376,9556,2660
BQ,NEWKIRK PLAZA,2022-04-11T00:00:00Z,15,3856,6591,2557
BQ,NEWKIRK PLAZA,2022-04-18T00:00:00Z,16,4560,6233,2377
BQ,PARKSIDE AV,2022-01-03T00:00:00Z,1,3087,2754,2227
BQ,PARKSIDE AV,2022-01-10T00:00:00Z,2,3121,3112,2391
BQ,PARKSIDE AV,2022-01-17T00:00:00Z,3,3391,2956,2265
BQ,PARKSIDE AV,2022-01-24T00:00:00Z,4,2524,3311,2559
BQ,PARKSIDE AV,2022-01-31T00:00:00Z,5,3686,3300,2626
BQ,PARKSIDE AV,2022-02-07T00:00:00Z,6,3838,3574,2641
BQ,PARKSIDE AV,2022-02-14T00:00:00Z,7,4631,3371,2714
BQ,PARKSIDE AV,2022-02-21T00:00:00Z,8,3651,2551,2744
BQ,PARKSIDE AV,2022-02-28T00:00:00Z,9,3932,3619,2565
BQ,PARKSIDE AV,2022-03-07T00:00:00Z,10,3429,3706,2657
BQ,PARKSIDE AV,2022-03-14T00:00:00Z,11,4209,5238,2318
BQ,PARKSIDE AV,2022-03-21T00:00:00Z,12,3872,5371,2215
BQ,PARKSIDE AV,2022-03-28T00:00:00Z,13,1951,5448,2193
BQ,PARKSIDE AV,2022-04-04T00:00:00Z,14,3808,5418,2146
BQ,PARKSIDE AV,2022-04-11T00:00:00Z,15,3540,4904,2222
BQ,PARKSIDE AV,2022-04-18T00:00:00Z,16,3560,3905,2064
BQ,SHEEPSHEAD BAY,2022-01-03T00:00:00Z,1,4269,7141,4915
BQ,SHEEPSHEAD BAY,2022-01-10T00:00:00Z,2,4219,7298,5299
BQ,SHEEPSHEAD BAY,2022-01-17T00:00:00Z,3,4874,7354,5297
BQ,SHEEPSHEAD BAY,2022-01-24T00:00:00Z,4,3502,8257,5807
BQ,SHEEPSHEAD BAY,2022-01-31T00:00:00Z,5,4939,8195,5978
BQ,SHEEPSHEAD BAY,2022-02-07T00:00:00Z,6,5292,9762,6417
BQ,SHEEPSHEAD BAY,2022-02-14T00:00:00Z,7,5074,9724,6421
BQ,SHEEPSHEAD BAY,2022-02-21T00:00:00Z,8,5089,6434,6012
BQ,SHEEPSHEAD BAY,2022-02-28T00:00:00Z,9,5260,10084,6421
BQ,SHEEPSHEAD BAY,2022-03-07T00:00:00Z,10,4694,10088,6504
BQ,SHEEPSHEAD BAY,2022-03-14T00:00:00Z,11,5509,14152,5380
BQ,SHEEPSHEAD BAY,2022-03-21T00:00:00Z,12,5790,14208,5422
BQ,SHEEPSHEAD BAY,2022-03-28T00:00:00Z,13,5672,14345,5195
BQ,SHEEPSHEAD BAY,2022-04-04T00:00:00Z,14,5871,14457,5101
BQ,SHEEPSHEAD BAY,2022-04-11T00:00:00Z,15,5090,13086,4715
BQ,SHEEPSHEAD BAY,2022-04-18T00:00:00Z,16,5255,10141,4469
BQS,PROSPECT PARK,2022-01-03T00:00:00Z,1,4101,6405,3709
BQS,PROSPECT PARK,2022-01-10T00:00:00Z,2,3903,7307,4127
BQS,PROSPECT PARK,2022-01-17T00:00:00Z,3,4447,6925,4117
BQS,PROSPECT PARK,2022-01-24T00:00:00Z,4,3280,8171,4529
BQS,PROSPECT PARK,2022-01-31T00:00:00Z,5,4615,8196,4406
BQS,PROSPECT PARK,2022-02-07T00:00:00Z,6,5308,9266,4915
BQS,PROSPECT PARK,2022-02-14T00:00:00Z,7,5500,9133,4851
BQS,PROSPECT PARK,2022-02-21T00:00:00Z,8,5287,6460,4561
BQS,PROSPECT PARK,2022-02-28T00:00:00Z,9,5242,9644,4882
BQS,PROSPECT PARK,2022-03-07T00:00:00Z,10,4305,9776,5011
BQS,PROSPECT PARK,2022-03-14T00:00:00Z,11,6207,4837,4893
BQS,PROSPECT PARK,2022-03-21T00:00:00Z,12,5440,4928,4721
BQS,PROSPECT PARK,2022-03-28T00:00:00Z,13,6628,5157,4350
BQS,PROSPECT PARK,2022-04-04T00:00:00Z,14,6601,5256,4584
BQS,PROSPECT PARK,2022-04-11T00:00:00Z,15,6420,4550,4691
BQS,PROSPECT PARK,2022-04-18T00:00:00Z,16,9116,3513,4790
C,155 ST,2022-01-03T00:00:00Z,1,1315,1261,920
C,155 ST,2022-01-10T00:00:00Z,2,1292,1416,1020
C,155 ST,2022-01-17T00:00:00Z,3,1221,1381,939
C,155 ST,2022-01-24T00:00:00Z,4,1126,1539,980
C,155 ST,2022-01-31T00:00:00Z,5,1911,1447,1017
C,155 ST,2022-02-07T00:00:00Z,6,1497,1677,1142
C,155 ST,2022-02-14T00:00:00Z,7,1345,1574,1083
C,155 ST,2022-02-21T00:00:00Z,8,1484,1005,984
C,155 ST,2022-02-28T00:00:00Z,9,1406,1655,1113
C,155 ST,2022-03-07T00:00:00Z,10,1340,1615,1153
C,155 ST,2022-03-14T00:00:00Z,11,1370,2309,928
C,155 ST,2022-03-21T00:00:00Z,12,1447,2563,773
C,155 ST,2022-03-28T00:00:00Z,13,1328,2425,883
C,155 ST,2022-04-04T00:00:00Z,14,1391,2436,857
C,155 ST,2022-04-11T00:00:00Z,15,1388,2212,818
C,155 ST,2022-04-18T00:00:00Z,16,2075,1682,762
C,163 ST-AMSTERDM,2022-01-03T00:00:00Z,1,1563,2047,1416
C,163 ST-AMSTERDM,2022-01-10T00:00:00Z,2,1944,2283,1528
C,163 ST-AMSTERDM,2022-01-17T00:00:00Z,3,2087,2267,1632
C,163 ST-AMSTERDM,2022-01-24T00:00:00Z,4,1900,2560,1713
C,163 ST-AMSTERDM,2022-01-31T00:00:00Z,5,2675,2512,1678
C,163 ST-AMSTERDM,2022-02-07T00:00:00Z,6,2388,2813,1852
C,163 ST-AMSTERDM,2022-02-14T00:00:00Z,7,2196,2774,1749
