linename,station,weekdate,week,weekend,weekday_am,weekday_pm
C,163 ST-AMSTERDM,2022-02-21T00:00:00Z,8,2261,1889,1615
C,163 ST-AMSTERDM,2022-02-28T00:00:00Z,9,2344,2860,1809
C,163 ST-AMSTERDM,2022-03-07T00:00:00Z,10,2295,2883,1814
C,163 ST-AMSTERDM,2022-03-14T00:00:00Z,11,2306,3912,1291
C,163 ST-AMSTERDM,2022-03-21T00:00:00Z,12,2219,3951,1375
C,163 ST-AMSTERDM,2022-03-28T00:00:00Z,13,2255,3947,1311
C,163 ST-AMSTERDM,2022-04-04T00:00:00Z,14,2354,3979,1295
C,163 ST-AMSTERDM,2022-04-11T00:00:00Z,15,2201,3556,1181
C,163 ST-AMSTERDM,2022-04-18T00:00:00Z,16,2742,2959,1184
C,CLINTON-WASH AV,2022-01-03T00:00:00Z,1,1848,2723,3617
C,CLINTON-WASH AV,2022-01-10T00:00:00Z,2,1942,3284,4337
C,CLINTON-WASH AV,2022-01-17T00:00:00Z,3,2063,2991,3985
C,CLINTON-WASH AV,2022-01-24T00:00:00Z,4,1767,3835,4445
C,CLINTON-WASH AV,2022-01-31T00:00:00Z,5,2361,4019,4518
C,CLINTON-WASH AV,2022-02-07T00:00:00Z,6,2448,4630,5010
C,CLINTON-WASH AV,2022-02-14T00:00:00Z,7,2245,4611,4986
C,CLINTON-WASH AV,2022-02-21T00:00:00Z,8,2245,2790,3696
C,CLINTON-WASH AV,2022-02-28T00:00:00Z,9,2402,4745,4939
C,CLINTON-WASH AV,2022-03-07T00:00:00Z,10,2158,4824,4873
C,CLINTON-WASH AV,2022-03-14T00:00:00Z,11,2521,1532,4146
C,CLINTON-WASH AV,2022-03-21T00:00:00Z,12,2584,1680,4070
C,CLINTON-WASH AV,2022-03-28T00:00:00Z,13,207,1927,4137
C,CLINTON-WASH AV,2022-04-04T00:00:00Z,14,255,1807,4073
C,CLINTON-WASH AV,2022-04-11T00:00:00Z,15,2389,1529,3690
C,CLINTON-WASH AV,2022-04-18T00:00:00Z,16,2435,1068,3404
C,KINGSTON-THROOP,2022-01-03T00:00:00Z,1,2202,3341,2486
C,KINGSTON-THROOP,2022-01-10T00:00:00Z,2,2373,3993,2804
C,KINGSTON-THROOP,2022-01-17T00:00:00Z,3,2489,3599,2760
C,KINGSTON-THROOP,2022-01-24T00:00:00Z,4,2193,4452,3115
C,KINGSTON-THROOP,2022-01-31T00:00:00Z,5,2764,4451,3261
C,KINGSTON-THROOP,2022-02-07T00:00:00Z,6,2847,4994,3430
C,KINGSTON-THROOP,2022-02-14T00:00:00Z,7,2696,4738,3330
C,KINGSTON-THROOP,2022-02-21T00:00:00Z,8,2640,3339,2677
C,KINGSTON-THROOP,2022-02-28T00:00:00Z,9,2917,5044,3548
C,KINGSTON-THROOP,2022-03-07T00:00:00Z,10,2660,5038,3569
C,KINGSTON-THROOP,2022-03-14T00:00:00Z,11,2995,2623,2928
C,KINGSTON-THROOP,2022-03-21T00:00:00Z,12,2936,2725,2917
C,KINGSTON-THROOP,2022-03-28T00:00:00Z,13,206,2770,2753
C,KINGSTON-THROOP,2022-04-04T00:00:00Z,14,220,2645,2817
C,KINGSTON-THROOP,2022-04-11T00:00:00Z,15,2750,2406,2482
C,KINGSTON-THROOP,2022-04-18T00:00:00Z,16,2915,1905,2445
C,LAFAYETTE AV,2022-01-03T00:00:00Z,1,2260,637,2666
C,LAFAYETTE AV,2022-01-10T00:00:00Z,2,2197,778,2947
C,LAFAYETTE AV,2022-01-17T00:00:00Z,3,2204,696,2717
C,LAFAYETTE AV,2022-01-24T00:00:00Z,4,1862,820,3010
C,LAFAYETTE AV,2022-01-31T00:00:00Z,5,2575,784,3138
C,LAFAYETTE AV,2022-02-07T00:00:00Z,6,2891,898,3424
C,LAFAYETTE AV,2022-02-14T00:00:00Z,7,2370,889,3316
C,LAFAYETTE AV,2022-02-21T00:00:00Z,8,2642,517,2689
C,LAFAYETTE AV,2022-02-28T00:00:00Z,9,2608,920,3300
C,LAFAYETTE AV,2022-03-07T00:00:00Z,10,2665,946,3353
C,LAFAYETTE AV,2022-03-14T00:00:00Z,11,2792,1460,2838
C,LAFAYETTE AV,2022-03-21T00:00:00Z,12,2713,1449,2668
C,LAFAYETTE AV,2022-03-28T00:00:00Z,13,98,1618,2719
C,LAFAYETTE AV,2022-04-04T00:00:00Z,14,351,1619,2566
C,LAFAYETTE AV,2022-04-11T00:00:00Z,15,2396,1393,2621
C,LAFAYETTE AV,2022-04-18T00:00:00Z,16,2975,1125,2312
C,LIBERTY AV,2022-01-03T00:00:00Z,1,1015,1289,1194
C,LIBERTY AV,2022-01-10T00:00:00Z,2,916,1411,1367
C,LIBERTY AV,2022-01-17T00:00:00Z,3,1074,1430,1363
C,LIBERTY AV,2022-01-24T00:00:00Z,4,716,1733,1583
C,LIBERTY AV,2022-01-31T00:00:00Z,5,1052,1628,1477
C,LIBERTY AV,2022-02-07T00:00:00Z,6,1190,1926,1612
C,LIBERTY AV,2022-02-14T00:00:00Z,7,1080,1878,1582
C,LIBERTY AV,2022-02-21T00:00:00Z,8,1086,1150,1197
C,LIBERTY AV,2022-02-28T00:00:00Z,9,1152,1863,1565
C,LIBERTY AV,2022-03-07T00:00:00Z,10,1069,1835,1604
C,LIBERTY AV,2022-03-14T00:00:00Z,11,1121,2450,1137
C,LIBERTY AV,2022-03-21T00:00:00Z,12,1130,2253,1067
C,LIBERTY AV,2022-03-28T00:00:00Z,13,1005,2551,1037
C,LIBERTY AV,2022-04-04T00:00:00Z,14,930,2524,1114
C,LIBERTY AV,2022-04-11T00:00:00Z,15,1147,2338,959
C,LIBERTY AV,2022-04-18T00:00:00Z,16,1053,1946,922
C,RALPH AV,2022-01-03T00:00:00Z,1,2272,2762,1701
C,RALPH AV,2022-01-10T00:00:00Z,2,2226,2969,1872
C,RALPH AV,2022-01-17T00:00:00Z,3,2365,2731,1733
C,RALPH AV,2022-01-24T00:00:00Z,4,1850,3263,1981
C,RALPH AV,2022-01-31T00:00:00Z,5,1825,3090,1893
C,RALPH AV,2022-02-07T00:00:00Z,6,1754,3405,2137
C,RALPH AV,2022-02-14T00:00:00Z,7,2330,3353,2043
C,RALPH AV,2022-02-21T00:00:00Z,8,2426,2036,1874
C,RALPH AV,2022-02-28T00:00:00Z,9,1785,3500,2148
C,RALPH AV,2022-03-07T00:00:00Z,10,1601,3521,2007
C,RALPH AV,2022-03-14T00:00:00Z,11,1445,4843,1661
C,RALPH AV,2022-03-21T00:00:00Z,12,1521,4919,1706
C,RALPH AV,2022-03-28T00:00:00Z,13,1749,4674,1650
C,RALPH AV,2022-04-04T00:00:00Z,14,1717,4850,1606
C,RALPH AV,2022-04-11T00:00:00Z,15,2447,4346,1475
C,RALPH AV,2022-04-18T00:00:00Z,16,2456,3593,1399
C,ROCKAWAY AV,2022-01-03T00:00:00Z,1,2099,3085,1623
C,ROCKAWAY AV,2022-01-10T00:00:00Z,2,2109,3575,1728
C,ROCKAWAY AV,2022-01-17T00:00:00Z,3,2184,3149,1638
C,ROCKAWAY AV,2022-01-24T00:00:00Z,4,1702,3655,1800
C,ROCKAWAY AV,2022-01-31T00:00:00Z,5,1629,3305,1768
C,ROCKAWAY AV,2022-02-07T00:00:00Z,6,1591,3990,2018
C,ROCKAWAY AV,2022-02-14T00:00:00Z,7,2026,3951,2008
C,ROCKAWAY AV,2022-02-21T00:00:00Z,8,2348,2499,1607
C,ROCKAWAY AV,2022-02-28T00:00:00Z,9,1445,4269,2028
C,ROCKAWAY AV,2022-03-07T00:00:00Z,10,1332,4060,1854
C,ROCKAWAY AV,2022-03-14T00:00:00Z,11,1230,5649,1579
C,ROCKAWAY AV,2022-03-21T00:00:00Z,12,1260,5713,1481
C,ROCKAWAY AV,2022-03-28T00:00:00Z,13,1498,5788,1503
C,ROCKAWAY AV,2022-04-04T00:00:00Z,14,1488,5646,1397
C,ROCKAWAY AV,2022-04-11T00:00:00Z,15,2244,4859,1368
C,ROCKAWAY AV,2022-04-18T00:00:00Z,16,2185,3910,1328
C,SHEPHERD AV,2022-01-03T00:00:00Z,1,1186,2250,784
C,SHEPHERD AV,2022-01-10T00:00:00Z,2,1216,2558,860
C,SHEPHERD AV,2022-01-17T00:00:00Z,3,1215,2452,821
C,SHEPHERD AV,2022-01-24T00:00:00Z,4,931,2849,959
C,SHEPHERD AV,2022-01-31T00:00:00Z,5,1396,2591,882
C,SHEPHERD AV,2022-02-07T00:00:00Z,6,1453,2994,942
C,SHEPHERD AV,2022-02-14T00:00:00Z,7,1300,2987,979
C,SHEPHERD AV,2022-02-21T00:00:00Z,8,1339,1979,776
C,SHEPHERD AV,2022-02-28T00:00:00Z,9,1399,3006,1010
C,SHEPHERD AV,2022-03-07T00:00:00Z,10,1262,3111,987
C,SHEPHERD AV,2022-03-14T00:00:00Z,11,1418,3932,773
C,SHEPHERD AV,2022-03-21T00:00:00Z,12,1421,4068,834
C,SHEPHERD AV,2022-03-28T00:00:00Z,13,1337,4113,727
C,SHEPHERD AV,2022-04-04T00:00:00Z,14,1207,4101,715
C,SHEPHERD AV,2022-04-11T00:00:00Z,15,1310,3698,826
C,SHEPHERD AV,2022-04-18T00:00:00Z,16,1316,2865,666
C,VAN SICLEN AVE,2022-01-03T00:00:00Z,1,1019,1923,740
C,VAN SICLEN AVE,2022-01-10T00:00:00Z,2,1094,2159,803
C,VAN SICLEN AVE,2022-01-17T00:00:00Z,3,1231,2061,810
C,VAN SICLEN AVE,2022-01-24T00:00:00Z,4,886,2250,1142
C,VAN SICLEN AVE,2022-01-31T00:00:00Z,5,1260,2115,809
C,VAN SICLEN AVE,2022-02-07T00:00:00Z,6,1412,2549,938
C,VAN SICLEN AVE,2022-02-14T00:00:00Z,7,1327,2513,918
C,VAN SICLEN AVE,2022-02-21T00:00:00Z,8,1194,1657,676
C,VAN SICLEN AVE,2022-02-28T00:00:00Z,9,1344,2688,845
C,VAN SICLEN AVE,2022-03-07T00:00:00Z,10,1279,2604,826
C,VAN SICLEN AVE,2022-03-14T00:00:00Z,11,1282,3370,685
C,VAN SICLEN AVE,2022-03-21T00:00:00Z,12,1274,3223,607
C,VAN SICLEN AVE,2022-03-28T00:00:00Z,13,1180,3381,614
C,VAN SICLEN AVE,2022-04-04T00:00:00Z,14,1103,3481,653
C,VAN SICLEN AVE,2022-04-11T00:00:00Z,15,1287,3108,668
C,VAN SICLEN AVE,2022-04-18T00:00:00Z,16,1287,2294,564
CE,23 ST,2022-01-03T00:00:00Z,1,4775,5658,13910
CE,23 ST,2022-01-10T00:00:00Z,2,6533,6064,15816
CE,23 ST,2022-01-17T00:00:00Z,3,7362,5645,15033
CE,23 ST,2022-01-24T00:00:00Z,4,5849,6802,17309
CE,23 ST,2022-01-31T00:00:00Z,5,4430,6887,17170
CE,23 ST,2022-02-07T00:00:00Z,6,4641,7553,18990
CE,23 ST,2022-02-14T00:00:00Z,7,146,7393,18509
CE,23 ST,2022-02-21T00:00:00Z,8,3413,5101,13198
CE,23 ST,2022-02-28T00:00:00Z,9,8938,7716,19177
CE,23 ST,2022-03-07T00:00:00Z,10,4608,7929,19245
CE,23 ST,2022-03-14T00:00:00Z,11,4924,2199,15619
CE,23 ST,2022-03-21T00:00:00Z,12,9771,2232,15214
CE,23 ST,2022-03-28T00:00:00Z,13,9265,2444,16220
CE,23 ST,2022-04-04T00:00:00Z,14,10172,2375,15404
CE,23 ST,2022-04-11T00:00:00Z,15,6544,2058,15029
CE,23 ST,2022-04-18T00:00:00Z,16,10214,1931,14806
CE,50 ST,2022-01-03T00:00:00Z,1,4074,5658,11355
CE,50 ST,2022-01-10T00:00:00Z,2,9153,5048,12189
CE,50 ST,2022-01-17T00:00:00Z,3,9701,4775,11244
CE,50 ST,2022-01-24T00:00:00Z,4,7807,5506,13011
CE,50 ST,2022-01-31T00:00:00Z,5,3112,5605,12425
CE,50 ST,2022-02-07T00:00:00Z,6,2779,6237,14766
CE,50 ST,2022-02-14T00:00:00Z,7,240,6332,14826
CE,50 ST,2022-02-21T00:00:00Z,8,4799,4923,9025
CE,50 ST,2022-02-28T00:00:00Z,9,10720,6867,14629
CE,50 ST,2022-03-07T00:00:00Z,10,8570,7262,15216
CE,50 ST,2022-03-14T00:00:00Z,11,9558,2010,12473
CE,50 ST,2022-03-21T00:00:00Z,12,12602,2109,12730
CE,50 ST,2022-03-28T00:00:00Z,13,12182,2203,12913
CE,50 ST,2022-04-04T00:00:00Z,14,13768,1951,12948
CE,50 ST,2022-04-11T00:00:00Z,15,11037,1981,12668
CE,50 ST,2022-04-18T00:00:00Z,16,13320,1823,11633
CE,SPRING ST,2022-01-03T00:00:00Z,1,3383,1541,8467
CE,SPRING ST,2022-01-10T00:00:00Z,2,4106,1545,8658
CE,SPRING ST,2022-01-17T00:00:00Z,3,3741,1468,8366
CE,SPRING ST,2022-01-24T00:00:00Z,4,3457,1836,8904
CE,SPRING ST,2022-01-31T00:00:00Z,5,3169,1793,9335
CE,SPRING ST,2022-02-07T00:00:00Z,6,3583,1936,10268
CE,SPRING ST,2022-02-14T00:00:00Z,7,3104,1989,10506
CE,SPRING ST,2022-02-21T00:00:00Z,8,2002,1568,8295
CE,SPRING ST,2022-02-28T00:00:00Z,9,4229,2143,10400
CE,SPRING ST,2022-03-07T00:00:00Z,10,2478,2179,11040
CE,SPRING ST,2022-03-14T00:00:00Z,11,2660,466,9971
CE,SPRING ST,2022-03-21T00:00:00Z,12,5649,451,9784
CE,SPRING ST,2022-03-28T00:00:00Z,13,4854,510,10122
CE,SPRING ST,2022-04-04T00:00:00Z,14,5504,527,10614
CE,SPRING ST,2022-04-11T00:00:00Z,15,4635,491,10193
CE,SPRING ST,2022-04-18T00:00:00Z,16,4817,446,9710
D,18 AV,2022-01-03T00:00:00Z,1,2695,5740,2215
D,18 AV,2022-01-10T00:00:00Z,2,2665,5972,2298
D,18 AV,2022-01-17T00:00:00Z,3,2936,5833,2293
D,18 AV,2022-01-24T00:00:00Z,4,2287,6836,2608
D,18 AV,2022-01-31T00:00:00Z,5,3214,6235,2542
D,18 AV,2022-02-07T00:00:00Z,6,3383,7748,2709
D,18 AV,2022-02-14T00:00:00Z,7,2763,7809,2697
D,18 AV,2022-02-21T00:00:00Z,8,3278,5909,2514
D,18 AV,2022-02-28T00:00:00Z,9,3454,7754,2731
D,18 AV,2022-03-07T00:00:00Z,10,2846,7613,2746
D,18 AV,2022-03-14T00:00:00Z,11,3788,5483,2521
D,18 AV,2022-03-21T00:00:00Z,12,3505,5481,2514
D,18 AV,2022-03-28T00:00:00Z,13,3404,5579,2282
D,18 AV,2022-04-04T00:00:00Z,14,3490,5666,2325
D,18 AV,2022-04-11T00:00:00Z,15,3417,5050,2043
D,18 AV,2022-04-18T00:00:00Z,16,3570,4023,2258
D,20 AV,2022-01-03T00:00:00Z,1,2253,4731,1428
D,20 AV,2022-01-10T00:00:00Z,2,2073,4958,1584
D,20 AV,2022-01-17T00:00:00Z,3,2292,4797,1548
D,20 AV,2022-01-24T00:00:00Z,4,1962,5661,1752
D,20 AV,2022-01-31T00:00:00Z,5,2634,5040,1720
D,20 AV,2022-02-07T00:00:00Z,6,2694,6262,1917
D,20 AV,2022-02-14T00:00:00Z,7,2149,6312,2037
D,20 AV,2022-02-21T00:00:00Z,8,2751,4676,1790
D,20 AV,2022-02-28T00:00:00Z,9,2780,6610,1918
D,20 AV,2022-03-07T00:00:00Z,10,2417,6408,1953
D,20 AV,2022-03-14T00:00:00Z,11,3002,5053,1747
D,20 AV,2022-03-21T00:00:00Z,12,2947,4999,1680
D,20 AV,2022-03-28T00:00:00Z,13,2745,5173,1744
D,20 AV,2022-04-04T00:00:00Z,14,2848,5225,1729
D,20 AV,2022-04-11T00:00:00Z,15,2791,4757,1441
D,20 AV,2022-04-18T00:00:00Z,16,2822,3555,1497
D,25 AV,2022-01-03T00:00:00Z,1,1827,3753,1219
D,25 AV,2022-01-10T00:00:00Z,2,1896,3937,1313
D,25 AV,2022-01-17T00:00:00Z,3,1989,3725,1253
D,25 AV,2022-01-24T00:00:00Z,4,1608,3993,1360
D,25 AV,2022-01-31T00:00:00Z,5,2103,3539,1294
D,25 AV,2022-02-07T00:00:00Z,6,2235,4552,1580
D,25 AV,2022-02-14T00:00:00Z,7,2177,4500,1666
D,25 AV,2022-02-21T00:00:00Z,8,2313,3101,1125
D,25 AV,2022-02-28T00:00:00Z,9,2284,4561,1630
D,25 AV,2022-03-07T00:00:00Z,10,2208,4568,1553
D,25 AV,2022-03-14T00:00:00Z,11,2466,6191,1154
D,25 AV,2022-03-21T00:00:00Z,12,2474,6270,1202
D,25 AV,2022-03-28T00:00:00Z,13,2351,6216,1206
D,25 AV,2022-04-04T00:00:00Z,14,2200,6389,1208
D,25 AV,2022-04-11T00:00:00Z,15,2321,5782,1028
D,25 AV,2022-04-18T00:00:00Z,16,2954,4114,999
D,50 ST,2022-01-03T00:00:00Z,1,1374,2441,3194
D,50 ST,2022-01-10T00:00:00Z,2,1438,2556,3298
D,50 ST,2022-01-17T00:00:00Z,3,1445,2467,3220
D,50 ST,2022-01-24T00:00:00Z,4,1293,2822,3467
D,50 ST,2022-01-31T00:00:00Z,5,1563,2375,3511
D,50 ST,2022-02-07T00:00:00Z,6,1551,2972,3806
D,50 ST,2022-02-14T00:00:00Z,7,1501,2946,3681
D,50 ST,2022-02-21T00:00:00Z,8,1619,1956,3528
D,50 ST,2022-02-28T00:00:00Z,9,1658,3098,3753
D,50 ST,2022-03-07T00:00:00Z,10,1560,2999,3703
D,50 ST,2022-03-14T00:00:00Z,11,1687,1724,3220
D,50 ST,2022-03-21T00:00:00Z,12,1702,1795,3624
D,50 ST,2022-03-28T00:00:00Z,13,1677,1833,3602
D,50 ST,2022-04-04T00:00:00Z,14,1683,2035,3738
D,50 ST,2022-04-11T00:00:00Z,15,1397,1678,2742
D,50 ST,2022-04-18T00:00:00Z,16,1578,1145,1873
D,55 ST,2022-01-03T00:00:00Z,1,818,1407,1955
D,55 ST,2022-01-10T00:00:00Z,2,842,1418,2104
D,55 ST,2022-01-17T00:00:00Z,3,835,1318,2055
D,55 ST,2022-01-24T00:00:00Z,4,769,1491,2137
D,55 ST,2022-01-31T00:00:00Z,5,945,1448,2307
D,55 ST,2022-02-07T00:00:00Z,6,924,1629,2402
D,55 ST,2022-02-14T00:00:00Z,7,876,1637,2384
D,55 ST,2022-02-21T00:00:00Z,8,955,1216,2271
D,55 ST,2022-02-28T00:00:00Z,9,992,1661,2437
D,55 ST,2022-03-07T00:00:00Z,10,927,1657,2476
D,55 ST,2022-03-14T00:00:00Z,11,1083,917,2037
D,55 ST,2022-03-21T00:00:00Z,12,1110,940,2207
D,55 ST,2022-03-28T00:00:00Z,13,1021,929,2328
D,55 ST,2022-04-04T00:00:00Z,14,1027,911,2326
D,55 ST,2022-04-11T00:00:00Z,15,975,830,1931
D,55 ST,2022-04-18T00:00:00Z,16,1002,597,1178
D,71 ST,2022-01-03T00:00:00Z,1,2304,4990,1421
D,71 ST,2022-01-10T00:00:00Z,2,2292,5810,1223
D,71 ST,2022-01-17T00:00:00Z,3,2594,5871,1553
D,71 ST,2022-01-24T00:00:00Z,4,2204,6447,1601
D,71 ST,2022-01-31T00:00:00Z,5,2777,6222,1613
D,71 ST,2022-02-07T00:00:00Z,6,2816,6922,1705
D,71 ST,2022-02-14T00:00:00Z,7,2016,7454,1765
D,71 ST,2022-02-21T00:00:00Z,8,2824,5546,1540
D,71 ST,2022-02-28T00:00:00Z,9,2913,7554,1712
D,71 ST,2022-03-07T00:00:00Z,10,2670,7247,1666
D,71 ST,2022-03-14T00:00:00Z,11,3014,5317,1609
D,71 ST,2022-03-21T00:00:00Z,12,3025,5397,1426
D,71 ST,2022-03-28T00:00:00Z,13,2935,5339,1452
D,71 ST,2022-04-04T00:00:00Z,14,2874,5308,1467
D,71 ST,2022-04-11T00:00:00Z,15,3215,4739,1148
D,71 ST,2022-04-18T00:00:00Z,16,3115,3671,1361
D,79 ST,2022-01-03T00:00:00Z,1,2585,6492,2414
D,79 ST,2022-01-10T00:00:00Z,2,2597,6926,2414
D,79 ST,2022-01-17T00:00:00Z,3,3241,6569,2398
D,79 ST,2022-01-24T00:00:00Z,4,2378,8251,2625
D,79 ST,2022-01-31T00:00:00Z,5,3237,7053,2061
D,79 ST,2022-02-07T00:00:00Z,6,3275,7890,2951
D,79 ST,2022-02-14T00:00:00Z,7,2564,8455,2839
D,79 ST,2022-02-21T00:00:00Z,8,3139,6455,1569
D,79 ST,2022-02-28T00:00:00Z,9,3369,8781,3029
D,79 ST,2022-03-07T00:00:00Z,10,3061,8673,2953
D,79 ST,2022-03-14T00:00:00Z,11,3420,6568,2446
D,79 ST,2022-03-21T00:00:00Z,12,3309,6357,2085
D,79 ST,2022-03-28T00:00:00Z,13,3247,6769,2337
D,79 ST,2022-04-04T00:00:00Z,14,3380,6599,2282
D,79 ST,2022-04-11T00:00:00Z,15,3105,6164,1673
D,79 ST,2022-04-18T00:00:00Z,16,3267,4910,1466
D,9 AV,2022-01-03T00:00:00Z,1,2802,4196,2007
D,9 AV,2022-01-10T00:00:00Z,2,2749,4410,2099
D,9 AV,2022-01-17T00:00:00Z,3,3046,4093,2068
D,9 AV,2022-01-24T00:00:00Z,4,2571,4588,2337
D,9 AV,2022-01-31T00:00:00Z,5,3255,4157,2250
D,9 AV,2022-02-07T00:00:00Z,6,3283,4812,2395
D,9 AV,2022-02-14T00:00:00Z,7,3289,4855,2344
D,9 AV,2022-02-21T00:00:00Z,8,3342,3082,2291
D,9 AV,2022-02-28T00:00:00Z,9,3563,5207,2426
D,9 AV,2022-03-07T00:00:00Z,10,3137,5200,2412
D,9 AV,2022-03-14T00:00:00Z,11,3798,7360,1998
D,9 AV,2022-03-21T00:00:00Z,12,3659,7313,1952
D,9 AV,2022-03-28T00:00:00Z,13,3554,7447,1904
D,9 AV,2022-04-04T00:00:00Z,14,3544,7480,1945
D,9 AV,2022-04-11T00:00:00Z,15,3883,6716,1723
D,9 AV,2022-04-18T00:00:00Z,16,3867,4644,1724
D,BAY 50 ST,2022-01-03T00:00:00Z,1,1485,2070,1092
D,BAY 50 ST,2022-01-10T00:00:00Z,2,1411,2123,1283
D,BAY 50 ST,2022-01-17T00:00:00Z,3,1502,1968,1156
D,BAY 50 ST,2022-01-24T00:00:00Z,4,1031,2141,1270
D,BAY 50 ST,2022-01-31T00:00:00Z,5,1412,1910,946
D,BAY 50 ST,2022-02-07T00:00:00Z,6,1472,2374,1359
D,BAY 50 ST,2022-02-14T00:00:00Z,7,1368,2398,1212
D,BAY 50 ST,2022-02-21T00:00:00Z,8,1373,1682,676
D,BAY 50 ST,2022-02-28T00:00:00Z,9,1433,2431,1380
D,BAY 50 ST,2022-03-07T00:00:00Z,10,1372,2388,1430
D,BAY 50 ST,2022-03-14T00:00:00Z,11,1484,3436,775
D,BAY 50 ST,2022-03-21T00:00:00Z,12,1518,3298,831
D,BAY 50 ST,2022-03-28T00:00:00Z,13,1942,3417,905
D,BAY 50 ST,2022-04-04T00:00:00Z,14,1354,3429,778
D,BAY 50 ST,2022-04-11T00:00:00Z,15,1393,3143,729
D,BAY 50 ST,2022-04-18T00:00:00Z,16,1542,2327,556
D,BAY PKWY,2022-01-03T00:00:00Z,1,3515,5361,2829
D,BAY PKWY,2022-01-10T00:00:00Z,2,3480,5771,2842
D,BAY PKWY,2022-01-17T00:00:00Z,3,3977,5436,2850
D,BAY PKWY,2022-01-24T00:00:00Z,4,3139,6093,3077
D,BAY PKWY,2022-01-31T00:00:00Z,5,3895,5349,2976
D,BAY PKWY,2022-02-07T00:00:00Z,6,4115,6718,3124
D,BAY PKWY,2022-02-14T00:00:00Z,7,4545,6691,3274
D,BAY PKWY,2022-02-21T00:00:00Z,8,4368,4878,3225
D,BAY PKWY,2022-02-28T00:00:00Z,9,4314,6872,3338
D,BAY PKWY,2022-03-07T00:00:00Z,10,3899,6839,3387
D,BAY PKWY,2022-03-14T00:00:00Z,11,4587,9520,2768
D,BAY PKWY,2022-03-21T00:00:00Z,12,4598,9649,2711
D,BAY PKWY,2022-03-28T00:00:00Z,13,4357,9691,2773
D,BAY PKWY,2022-04-04T00:00:00Z,14,4379,9837,2725
D,BAY PKWY,2022-04-11T00:00:00Z,15,4482,8745,2462
D,BAY PKWY,2022-04-18T00:00:00Z,16,4509,6806,2518
D,FT HAMILTON PKY,2022-01-03T00:00:00Z,1,1810,2528,2883
D,FT HAMILTON PKY,2022-01-10T00:00:00Z,2,1780,2642,2921
D,FT HAMILTON PKY,2022-01-17T00:00:00Z,3,1798,2382,2873
D,FT HAMILTON PKY,2022-01-24T00:00:00Z,4,1565,2683,3085
D,FT HAMILTON PKY,2022-01-31T00:00:00Z,5,2044,2490,3365
D,FT HAMILTON PKY,2022-02-07T00:00:00Z,6,2005,3060,3438
D,FT HAMILTON PKY,2022-02-14T00:00:00Z,7,1861,2987,3402
D,FT HAMILTON PKY,2022-02-21T00:00:00Z,8,2028,1728,3138
D,FT HAMILTON PKY,2022-02-28T00:00:00Z,9,2133,3194,3420
D,FT HAMILTON PKY,2022-03-07T00:00:00Z,10,2089,3195,3329
D,FT HAMILTON PKY,2022-03-14T00:00:00Z,11,2178,4563,2448
D,FT HAMILTON PKY,2022-03-21T00:00:00Z,12,2245,4830,2744
D,FT HAMILTON PKY,2022-03-28T00:00:00Z,13,2139,4789,2721
D,FT HAMILTON PKY,2022-04-04T00:00:00Z,14,2099,4524,2730
D,FT HAMILTON PKY,2022-04-11T00:00:00Z,15,1832,3787,2109
D,FT HAMILTON PKY,2022-04-18T00:00:00Z,16,2080,2473,1719
D,NORWOOD 205 ST,2022-01-03T00:00:00Z,1,3322,6016,2366
D,NORWOOD 205 ST,2022-01-10T00:00:00Z,2,3438,6627,2606
D,NORWOOD 205 ST,2022-01-17T00:00:00Z,3,3623,6300,2536
D,NORWOOD 205 ST,2022-01-24T00:00:00Z,4,3100,7130,2829
D,NORWOOD 205 ST,2022-01-31T00:00:00Z,5,3832,6742,2876
D,NORWOOD 205 ST,2022-02-07T00:00:00Z,6,4006,7725,3104
D,NORWOOD 205 ST,2022-02-14T00:00:00Z,7,3955,7641,3096
D,NORWOOD 205 ST,2022-02-21T00:00:00Z,8,4097,5638,2596
D,NORWOOD 205 ST,2022-02-28T00:00:00Z,9,4051,7817,3048
D,NORWOOD 205 ST,2022-03-07T00:00:00Z,10,3846,7649,3052
D,NORWOOD 205 ST,2022-03-14T00:00:00Z,11,4232,10181,2387
D,NORWOOD 205 ST,2022-03-21T00:00:00Z,12,4048,9990,2402
D,NORWOOD 205 ST,2022-03-28T00:00:00Z,13,4046,10677,2426
D,NORWOOD 205 ST,2022-04-04T00:00:00Z,14,4110,10502,2406
D,NORWOOD 205 ST,2022-04-11T00:00:00Z,15,3894,9657,2332
D,NORWOOD 205 ST,2022-04-18T00:00:00Z,16,4015,7901,2139
DFGMNR,4 AV-9 ST,2022-01-03T00:00:00Z,1,1368,1670,2800
DFGMNR,4 AV-9 ST,2022-01-10T00:00:00Z,2,1385,1671,2679
DFGMNR,4 AV-9 ST,2022-01-17T00:00:00Z,3,1429,1636,2908
DFGMNR,4 AV-9 ST,2022-01-24T00:00:00Z,4,1141,1904,3163
DFGMNR,4 AV-9 ST,2022-01-31T00:00:00Z,5,1440,1914,3139
DFGMNR,4 AV-9 ST,2022-02-07T00:00:00Z,6,2038,2169,3379
DFGMNR,4 AV-9 ST,2022-02-14T00:00:00Z,7,1575,2212,3359
DFGMNR,4 AV-9 ST,2022-02-21T00:00:00Z,8,1580,1446,2850
DFGMNR,4 AV-9 ST,2022-02-28T00:00:00Z,9,1586,2191,3454
